Bill_ID,Consumer_ID,Billing_Month,Units,Amount,Due_Date,Payment_Status,Arrear_Amount
BL0012249,CON01021,September 2025,641,4807.5,2025-09-26,Paid,0.0
BL0012250,CON01021,October 2025,684,5130.0,2025-10-27,Unpaid,5130.0
BL0012251,CON01021,November 2025,407,3052.5,2025-11-27,Paid,0.0
BL0012252,CON01021,December 2025,781,5857.5,2025-12-28,Paid,0.0
BL0012253,CON01022,January 2025,177,796.5,2025-01-21,Paid,0.0
BL0012254,CON01022,February 2025,174,783.0,2025-02-21,Paid,0.0
BL0012255,CON01022,March 2025,153,688.5,2025-03-24,Paid,0.0
BL0012256,CON01022,April 2025,124,558.0,2025-04-24,Paid,0.0
BL0012257,CON01022,May 2025,150,675.0,2025-05-25,Paid,0.0
BL0012258,CON01022,June 2025,81,364.5,2025-06-25,Paid,0.0
BL0012259,CON01022,July 2025,143,643.5,2025-07-26,Paid,0.0
BL0012260,CON01022,August 2025,142,639.0,2025-08-26,Paid,0.0
BL0012261,CON01022,September 2025,175,787.5,2025-09-26,Paid,0.0
BL0012262,CON01022,October 2025,174,783.0,2025-10-27,Paid,0.0
BL0012263,CON01022,November 2025,200,900.0,2025-11-27,Paid,0.0
BL0012264,CON01022,December 2025,118,531.0,2025-12-28,Paid,0.0
BL0012265,CON01023,January 2025,4320,41040.0,2025-01-21,Paid,0.0
BL0012266,CON01023,February 2025,4460,42370.0,2025-02-21,Unpaid,42370.0
BL0012267,CON01023,March 2025,3942,37449.0,2025-03-24,Paid,0.0
BL0012268,CON01023,April 2025,2422,23009.0,2025-04-24,Paid,0.0
BL0012269,CON01023,May 2025,4647,44146.5,2025-05-25,Unpaid,44146.5
BL0012270,CON01023,June 2025,1474,14003.0,2025-06-25,Paid,0.0
BL0012271,CON01023,July 2025,1503,14278.5,2025-07-26,Paid,0.0
BL0012272,CON01023,August 2025,1265,12017.5,2025-08-26,Paid,0.0
BL0012273,CON01023,September 2025,1082,10279.0,2025-09-26,Paid,0.0
BL0012274,CON01023,October 2025,1167,11086.5,2025-10-27,Paid,0.0
BL0012275,CON01023,November 2025,1158,11001.0,2025-11-27,Paid,0.0
BL0012276,CON01023,December 2025,1953,18553.5,2025-12-28,Paid,0.0
BL0012277,CON01024,January 2025,43,21.5,2025-01-21,Paid,0.0
BL0012278,CON01024,February 2025,61,30.5,2025-02-21,Paid,0.0
BL0012279,CON01024,March 2025,53,26.5,2025-03-24,Paid,0.0
BL0012280,CON01024,April 2025,56,28.0,2025-04-24,Paid,0.0
BL0012281,CON01024,May 2025,54,27.0,2025-05-25,Unpaid,27.0
BL0012282,CON01024,June 2025,49,24.5,2025-06-25,Paid,0.0
BL0012283,CON01024,July 2025,35,17.5,2025-07-26,Paid,0.0
BL0012284,CON01024,August 2025,40,20.0,2025-08-26,Paid,0.0
BL0012285,CON01024,September 2025,42,21.0,2025-09-26,Unpaid,21.0
BL0012286,CON01024,October 2025,55,27.5,2025-10-27,Paid,0.0
BL0012287,CON01024,November 2025,40,20.0,2025-11-27,Paid,0.0
BL0012288,CON01024,December 2025,47,23.5,2025-12-28,Paid,0.0
BL0012289,CON01025,January 2025,4358,41401.0,2025-01-21,Unpaid,41401.0
BL0012290,CON01025,February 2025,3085,29307.5,2025-02-21,Paid,0.0
BL0012291,CON01025,March 2025,3754,35663.0,2025-03-24,Paid,0.0
BL0012292,CON01025,April 2025,4138,39311.0,2025-04-24,Paid,0.0
BL0012293,CON01025,May 2025,3637,34551.5,2025-05-25,Unpaid,34551.5
BL0012294,CON01025,June 2025,3444,32718.0,2025-06-25,Paid,0.0
BL0012295,CON01025,July 2025,4903,46578.5,2025-07-26,Paid,0.0
BL0012296,CON01025,August 2025,3362,31939.0,2025-08-26,Paid,0.0
BL0012297,CON01025,September 2025,2771,26324.5,2025-09-26,Paid,0.0
BL0012298,CON01025,October 2025,4462,42389.0,2025-10-27,Unpaid,42389.0
BL0012299,CON01025,November 2025,4299,40840.5,2025-11-27,Paid,0.0
BL0012300,CON01025,December 2025,5048,47956.0,2025-12-28,Paid,0.0
BL0012301,CON01026,January 2025,124,558.0,2025-01-21,Paid,0.0
BL0012302,CON01026,February 2025,141,634.5,2025-02-21,Paid,0.0
BL0012303,CON01026,March 2025,137,616.5,2025-03-24,Paid,0.0
BL0012304,CON01026,April 2025,149,670.5,2025-04-24,Paid,0.0
BL0012305,CON01026,May 2025,161,724.5,2025-05-25,Paid,0.0
BL0012306,CON01026,June 2025,65,292.5,2025-06-25,Paid,0.0
BL0012307,CON01026,July 2025,132,594.0,2025-07-26,Unpaid,594.0
BL0012308,CON01026,August 2025,129,580.5,2025-08-26,Paid,0.0
BL0012309,CON01026,September 2025,132,594.0,2025-09-26,Paid,0.0
BL0012310,CON01026,October 2025,185,832.5,2025-10-27,Paid,0.0
BL0012311,CON01026,November 2025,147,661.5,2025-11-27,Paid,0.0
BL0012312,CON01026,December 2025,174,783.0,2025-12-28,Paid,0.0
BL0012313,CON01027,January 2025,4154,39463.0,2025-01-21,Paid,0.0
BL0012314,CON01027,February 2025,3556,33782.0,2025-02-21,Unpaid,33782.0
BL0012315,CON01027,March 2025,3583,34038.5,2025-03-24,Paid,0.0
BL0012316,CON01027,April 2025,3278,31141.0,2025-04-24,Paid,0.0
BL0012317,CON01027,May 2025,3249,30865.5,2025-05-25,Paid,0.0
BL0012318,CON01027,June 2025,3888,36936.0,2025-06-25,Paid,0.0
BL0012319,CON01027,July 2025,4066,38627.0,2025-07-26,Paid,0.0
BL0012320,CON01027,August 2025,3909,37135.5,2025-08-26,Paid,0.0
BL0012321,CON01027,September 2025,3084,29298.0,2025-09-26,Paid,0.0
BL0012322,CON01027,October 2025,3636,34542.0,2025-10-27,Paid,0.0
BL0012323,CON01027,November 2025,3730,35435.0,2025-11-27,Paid,0.0
BL0012324,CON01027,December 2025,5335,50682.5,2025-12-28,Paid,0.0
BL0012325,CON01028,January 2025,566,4245.0,2025-01-21,Paid,0.0
BL0012326,CON01028,February 2025,784,5880.0,2025-02-21,Paid,0.0
BL0012327,CON01028,March 2025,677,5077.5,2025-03-24,Paid,0.0
BL0012328,CON01028,April 2025,660,4950.0,2025-04-24,Paid,0.0
BL0012329,CON01028,May 2025,740,5550.0,2025-05-25,Paid,0.0
BL0012330,CON01028,June 2025,714,5355.0,2025-06-25,Paid,0.0
BL0012331,CON01028,July 2025,532,3990.0,2025-07-26,Paid,0.0
BL0012332,CON01028,August 2025,514,3855.0,2025-08-26,Paid,0.0
BL0012333,CON01028,September 2025,794,5955.0,2025-09-26,Paid,0.0
BL0012334,CON01028,October 2025,510,3825.0,2025-10-27,Paid,0.0
BL0012335,CON01028,November 2025,632,4740.0,2025-11-27,Paid,0.0
BL0012336,CON01028,December 2025,593,4447.5,2025-12-28,Paid,0.0
BL0012337,CON01029,January 2025,166,747.0,2025-01-21,Unpaid,747.0
BL0012338,CON01029,February 2025,229,1030.5,2025-02-21,Paid,0.0
BL0012339,CON01029,March 2025,142,639.0,2025-03-24,Unpaid,639.0
BL0012340,CON01029,April 2025,99,445.5,2025-04-24,Paid,0.0
BL0012341,CON01029,May 2025,82,369.0,2025-05-25,Paid,0.0
BL0012342,CON01029,June 2025,148,666.0,2025-06-25,Paid,0.0
BL0012343,CON01029,July 2025,140,630.0,2025-07-26,Paid,0.0
BL0012344,CON01029,August 2025,155,697.5,2025-08-26,Paid,0.0
BL0012345,CON01029,September 2025,183,823.5,2025-09-26,Paid,0.0
BL0012346,CON01029,October 2025,249,1120.5,2025-10-27,Paid,0.0
BL0012347,CON01029,November 2025,116,522.0,2025-11-27,Paid,0.0
BL0012348,CON01029,December 2025,167,751.5,2025-12-28,Paid,0.0
BL0012349,CON01030,January 2025,684,5130.0,2025-01-21,Paid,0.0
BL0012350,CON01030,February 2025,719,5392.5,2025-02-21,Paid,0.0
BL0012351,CON01030,March 2025,687,5152.5,2025-03-24,Paid,0.0
BL0012352,CON01030,April 2025,516,3870.0,2025-04-24,Paid,0.0
BL0012353,CON01030,May 2025,524,3930.0,2025-05-25,Paid,0.0
BL0012354,CON01030,June 2025,701,5257.5,2025-06-25,Paid,0.0
BL0012355,CON01030,July 2025,851,6382.5,2025-07-26,Paid,0.0
BL0012356,CON01030,August 2025,726,5445.0,2025-08-26,Paid,0.0
BL0012357,CON01030,September 2025,613,4597.5,2025-09-26,Paid,0.0
BL0012358,CON01030,October 2025,1016,7620.0,2025-10-27,Paid,0.0
BL0012359,CON01030,November 2025,778,5835.0,2025-11-27,Unpaid,5835.0
BL0012360,CON01030,December 2025,484,3630.0,2025-12-28,Paid,0.0
BL0012361,CON01031,January 2025,156,702.0,2025-01-21,Paid,0.0
BL0012362,CON01031,February 2025,153,688.5,2025-02-21,Paid,0.0
BL0012363,CON01031,March 2025,174,783.0,2025-03-24,Paid,0.0
BL0012364,CON01031,April 2025,89,400.5,2025-04-24,Paid,0.0
BL0012365,CON01031,May 2025,123,553.5,2025-05-25,Paid,0.0
BL0012366,CON01031,June 2025,144,648.0,2025-06-25,Paid,0.0
BL0012367,CON01031,July 2025,110,495.0,2025-07-26,Paid,0.0
BL0012368,CON01031,August 2025,159,715.5,2025-08-26,Paid,0.0
BL0012369,CON01031,September 2025,139,625.5,2025-09-26,Paid,0.0
BL0012370,CON01031,October 2025,102,459.0,2025-10-27,Paid,0.0
BL0012371,CON01031,November 2025,183,823.5,2025-11-27,Unpaid,823.5
BL0012372,CON01031,December 2025,155,697.5,2025-12-28,Paid,0.0
BL0012373,CON01032,January 2025,166,747.0,2025-01-21,Paid,0.0
BL0012374,CON01032,February 2025,111,499.5,2025-02-21,Paid,0.0
BL0012375,CON01032,March 2025,162,729.0,2025-03-24,Paid,0.0
BL0012376,CON01032,April 2025,243,1093.5,2025-04-24,Unpaid,1093.5
BL0012377,CON01032,May 2025,143,643.5,2025-05-25,Paid,0.0
BL0012378,CON01032,June 2025,148,666.0,2025-06-25,Paid,0.0
BL0012379,CON01032,July 2025,171,769.5,2025-07-26,Paid,0.0
BL0012380,CON01032,August 2025,179,805.5,2025-08-26,Paid,0.0
BL0012381,CON01032,September 2025,163,733.5,2025-09-26,Unpaid,733.5
BL0012382,CON01032,October 2025,203,913.5,2025-10-27,Paid,0.0
BL0012383,CON01032,November 2025,215,967.5,2025-11-27,Paid,0.0
BL0012384,CON01032,December 2025,150,675.0,2025-12-28,Paid,0.0
BL0012385,CON01033,January 2025,112,504.0,2025-01-21,Paid,0.0
BL0012386,CON01033,February 2025,132,594.0,2025-02-21,Paid,0.0
BL0012387,CON01033,March 2025,173,778.5,2025-03-24,Paid,0.0
BL0012388,CON01033,April 2025,151,679.5,2025-04-24,Paid,0.0
BL0012389,CON01033,May 2025,141,634.5,2025-05-25,Paid,0.0
BL0012390,CON01033,June 2025,169,760.5,2025-06-25,Paid,0.0
BL0012391,CON01033,July 2025,74,333.0,2025-07-26,Unpaid,333.0
BL0012392,CON01033,August 2025,170,765.0,2025-08-26,Unpaid,765.0
BL0012393,CON01033,September 2025,210,945.0,2025-09-26,Paid,0.0
BL0012394,CON01033,October 2025,162,729.0,2025-10-27,Paid,0.0
BL0012395,CON01033,November 2025,116,522.0,2025-11-27,Paid,0.0
BL0012396,CON01033,December 2025,180,810.0,2025-12-28,Paid,0.0
BL0012397,CON01034,January 2025,165,742.5,2025-01-21,Unpaid,742.5
BL0012398,CON01034,February 2025,119,535.5,2025-02-21,Paid,0.0
BL0012399,CON01034,March 2025,159,715.5,2025-03-24,Paid,0.0
BL0012400,CON01034,April 2025,144,648.0,2025-04-24,Paid,0.0
BL0012401,CON01034,May 2025,137,616.5,2025-05-25,Paid,0.0
BL0012402,CON01034,June 2025,138,621.0,2025-06-25,Paid,0.0
BL0012403,CON01034,July 2025,163,733.5,2025-07-26,Paid,0.0
BL0012404,CON01034,August 2025,120,540.0,2025-08-26,Paid,0.0
BL0012405,CON01034,September 2025,135,607.5,2025-09-26,Paid,0.0
BL0012406,CON01034,October 2025,137,616.5,2025-10-27,Paid,0.0
BL0012407,CON01034,November 2025,151,679.5,2025-11-27,Paid,0.0
BL0012408,CON01034,December 2025,169,760.5,2025-12-28,Paid,0.0
BL0012409,CON01035,January 2025,97,436.5,2025-01-21,Paid,0.0
BL0012410,CON01035,February 2025,174,783.0,2025-02-21,Paid,0.0
BL0012411,CON01035,March 2025,144,648.0,2025-03-24,Paid,0.0
BL0012412,CON01035,April 2025,154,693.0,2025-04-24,Paid,0.0
BL0012413,CON01035,May 2025,227,1021.5,2025-05-25,Paid,0.0
BL0012414,CON01035,June 2025,133,598.5,2025-06-25,Paid,0.0
BL0012415,CON01035,July 2025,146,657.0,2025-07-26,Paid,0.0
BL0012416,CON01035,August 2025,150,675.0,2025-08-26,Paid,0.0
BL0012417,CON01035,September 2025,157,706.5,2025-09-26,Paid,0.0
BL0012418,CON01035,October 2025,162,729.0,2025-10-27,Paid,0.0
BL0012419,CON01035,November 2025,115,517.5,2025-11-27,Paid,0.0
BL0012420,CON01035,December 2025,115,517.5,2025-12-28,Paid,0.0
BL0012421,CON01036,January 2025,550,4125.0,2025-01-21,Paid,0.0
BL0012422,CON01036,February 2025,763,5722.5,2025-02-21,Paid,0.0
BL0012423,CON01036,March 2025,571,4282.5,2025-03-24,Paid,0.0
BL0012424,CON01036,April 2025,751,5632.5,2025-04-24,Paid,0.0
BL0012425,CON01036,May 2025,642,4815.0,2025-05-25,Paid,0.0
BL0012426,CON01036,June 2025,508,3810.0,2025-06-25,Paid,0.0
BL0012427,CON01036,July 2025,718,5385.0,2025-07-26,Paid,0.0
BL0012428,CON01036,August 2025,611,4582.5,2025-08-26,Paid,0.0
BL0012429,CON01036,September 2025,878,6585.0,2025-09-26,Paid,0.0
BL0012430,CON01036,October 2025,383,2872.5,2025-10-27,Unpaid,2872.5
BL0012431,CON01036,November 2025,575,4312.5,2025-11-27,Paid,0.0
BL0012432,CON01036,December 2025,548,4110.0,2025-12-28,Paid,0.0
BL0012433,CON01037,January 2025,120,540.0,2025-01-21,Paid,0.0
BL0012434,CON01037,February 2025,128,576.0,2025-02-21,Paid,0.0
BL0012435,CON01037,March 2025,142,639.0,2025-03-24,Paid,0.0
BL0012436,CON01037,April 2025,84,378.0,2025-04-24,Paid,0.0
BL0012437,CON01037,May 2025,148,666.0,2025-05-25,Paid,0.0
BL0012438,CON01037,June 2025,39,175.5,2025-06-25,Paid,0.0
BL0012439,CON01037,July 2025,44,198.0,2025-07-26,Paid,0.0
BL0012440,CON01037,August 2025,42,189.0,2025-08-26,Paid,0.0
BL0012441,CON01037,September 2025,43,193.5,2025-09-26,Paid,0.0
BL0012442,CON01037,October 2025,34,153.0,2025-10-27,Paid,0.0
BL0012443,CON01037,November 2025,42,189.0,2025-11-27,Paid,0.0
BL0012444,CON01037,December 2025,50,225.0,2025-12-28,Paid,0.0
BL0012445,CON01038,January 2025,704,5280.0,2025-01-21,Paid,0.0
BL0012446,CON01038,February 2025,564,4230.0,2025-02-21,Paid,0.0
BL0012447,CON01038,March 2025,611,4582.5,2025-03-24,Unpaid,4582.5
BL0012448,CON01038,April 2025,537,4027.5,2025-04-24,Paid,0.0
BL0012449,CON01038,May 2025,478,3585.0,2025-05-25,Paid,0.0
BL0012450,CON01038,June 2025,639,4792.5,2025-06-25,Paid,0.0
BL0012451,CON01038,July 2025,525,3937.5,2025-07-26,Paid,0.0
BL0012452,CON01038,August 2025,469,3517.5,2025-08-26,Paid,0.0
BL0012453,CON01038,September 2025,584,4380.0,2025-09-26,Paid,0.0
BL0012454,CON01038,October 2025,481,3607.5,2025-10-27,Paid,0.0
BL0012455,CON01038,November 2025,616,4620.0,2025-11-27,Paid,0.0
BL0012456,CON01038,December 2025,690,5175.0,2025-12-28,Paid,0.0
BL0012457,CON01039,January 2025,134,603.0,2025-01-21,Paid,0.0
BL0012458,CON01039,February 2025,120,540.0,2025-02-21,Paid,0.0
BL0012459,CON01039,March 2025,131,589.5,2025-03-24,Unpaid,589.5
BL0012460,CON01039,April 2025,144,648.0,2025-04-24,Paid,0.0
BL0012461,CON01039,May 2025,140,630.0,2025-05-25,Paid,0.0
BL0012462,CON01039,June 2025,130,585.0,2025-06-25,Unpaid,585.0
BL0012463,CON01039,July 2025,147,661.5,2025-07-26,Paid,0.0
BL0012464,CON01039,August 2025,139,625.5,2025-08-26,Paid,0.0
BL0012465,CON01039,September 2025,166,747.0,2025-09-26,Paid,0.0
BL0012466,CON01039,October 2025,118,531.0,2025-10-27,Unpaid,531.0
BL0012467,CON01039,November 2025,148,666.0,2025-11-27,Paid,0.0
BL0012468,CON01039,December 2025,184,828.0,2025-12-28,Paid,0.0
BL0012469,CON01040,January 2025,229,1030.5,2025-01-21,Paid,0.0
BL0012470,CON01040,February 2025,145,652.5,2025-02-21,Paid,0.0
BL0012471,CON01040,March 2025,147,661.5,2025-03-24,Paid,0.0
BL0012472,CON01040,April 2025,135,607.5,2025-04-24,Paid,0.0
BL0012473,CON01040,May 2025,142,639.0,2025-05-25,Paid,0.0
BL0012474,CON01040,June 2025,139,625.5,2025-06-25,Paid,0.0
BL0012475,CON01040,July 2025,149,670.5,2025-07-26,Unpaid,670.5
BL0012476,CON01040,August 2025,121,544.5,2025-08-26,Unpaid,544.5
BL0012477,CON01040,September 2025,142,639.0,2025-09-26,Paid,0.0
BL0012478,CON01040,October 2025,198,891.0,2025-10-27,Paid,0.0
BL0012479,CON01040,November 2025,145,652.5,2025-11-27,Paid,0.0
BL0012480,CON01040,December 2025,188,846.0,2025-12-28,Paid,0.0
BL0012481,CON01041,January 2025,146,657.0,2025-01-21,Paid,0.0
BL0012482,CON01041,February 2025,167,751.5,2025-02-21,Paid,0.0
BL0012483,CON01041,March 2025,131,589.5,2025-03-24,Paid,0.0
BL0012484,CON01041,April 2025,126,567.0,2025-04-24,Unpaid,567.0
BL0012485,CON01041,May 2025,181,814.5,2025-05-25,Paid,0.0
BL0012486,CON01041,June 2025,126,567.0,2025-06-25,Unpaid,567.0
BL0012487,CON01041,July 2025,127,571.5,2025-07-26,Paid,0.0
BL0012488,CON01041,August 2025,146,657.0,2025-08-26,Paid,0.0
BL0012489,CON01041,September 2025,215,967.5,2025-09-26,Paid,0.0
BL0012490,CON01041,October 2025,163,733.5,2025-10-27,Paid,0.0
BL0012491,CON01041,November 2025,202,909.0,2025-11-27,Paid,0.0
BL0012492,CON01041,December 2025,143,643.5,2025-12-28,Paid,0.0
BL0012493,CON01042,January 2025,605,4537.5,2025-01-21,Paid,0.0
BL0012494,CON01042,February 2025,548,4110.0,2025-02-21,Paid,0.0
BL0012495,CON01042,March 2025,543,4072.5,2025-03-24,Paid,0.0
BL0012496,CON01042,April 2025,589,4417.5,2025-04-24,Unpaid,4417.5
BL0012497,CON01042,May 2025,743,5572.5,2025-05-25,Paid,0.0
BL0012498,CON01042,June 2025,618,4635.0,2025-06-25,Paid,0.0
BL0012499,CON01042,July 2025,329,2467.5,2025-07-26,Paid,0.0
BL0012500,CON01042,August 2025,640,4800.0,2025-08-26,Paid,0.0
BL0012501,CON01042,September 2025,546,4095.0,2025-09-26,Paid,0.0
BL0012502,CON01042,October 2025,695,5212.5,2025-10-27,Paid,0.0
BL0012503,CON01042,November 2025,472,3540.0,2025-11-27,Paid,0.0
BL0012504,CON01042,December 2025,595,4462.5,2025-12-28,Paid,0.0
BL0012505,CON01043,January 2025,144,648.0,2025-01-21,Paid,0.0
BL0012506,CON01043,February 2025,181,814.5,2025-02-21,Paid,0.0
BL0012507,CON01043,March 2025,183,823.5,2025-03-24,Paid,0.0
BL0012508,CON01043,April 2025,201,904.5,2025-04-24,Unpaid,904.5
BL0012509,CON01043,May 2025,124,558.0,2025-05-25,Paid,0.0
BL0012510,CON01043,June 2025,150,675.0,2025-06-25,Paid,0.0
BL0012511,CON01043,July 2025,139,625.5,2025-07-26,Paid,0.0
BL0012512,CON01043,August 2025,207,931.5,2025-08-26,Paid,0.0
BL0012513,CON01043,September 2025,118,531.0,2025-09-26,Paid,0.0
BL0012514,CON01043,October 2025,125,562.5,2025-10-27,Paid,0.0
BL0012515,CON01043,November 2025,144,648.0,2025-11-27,Unpaid,648.0
BL0012516,CON01043,December 2025,128,576.0,2025-12-28,Paid,0.0
BL0012517,CON01044,January 2025,672,5040.0,2025-01-21,Paid,0.0
BL0012518,CON01044,February 2025,579,4342.5,2025-02-21,Paid,0.0
BL0012519,CON01044,March 2025,513,3847.5,2025-03-24,Paid,0.0
BL0012520,CON01044,April 2025,472,3540.0,2025-04-24,Unpaid,3540.0
BL0012521,CON01044,May 2025,698,5235.0,2025-05-25,Paid,0.0
BL0012522,CON01044,June 2025,596,4470.0,2025-06-25,Paid,0.0
BL0012523,CON01044,July 2025,689,5167.5,2025-07-26,Paid,0.0
BL0012524,CON01044,August 2025,708,5310.0,2025-08-26,Paid,0.0
BL0012525,CON01044,September 2025,616,4620.0,2025-09-26,Paid,0.0
BL0012526,CON01044,October 2025,802,6015.0,2025-10-27,Paid,0.0
BL0012527,CON01044,November 2025,451,3382.5,2025-11-27,Paid,0.0
BL0012528,CON01044,December 2025,646,4845.0,2025-12-28,Paid,0.0
BL0012529,CON01045,January 2025,1915,18192.5,2025-01-21,Paid,0.0
BL0012530,CON01045,February 2025,3113,29573.5,2025-02-21,Paid,0.0
BL0012531,CON01045,March 2025,4394,41743.0,2025-03-24,Paid,0.0
BL0012532,CON01045,April 2025,4594,43643.0,2025-04-24,Paid,0.0
BL0012533,CON01045,May 2025,5107,48516.5,2025-05-25,Unpaid,48516.5
BL0012534,CON01045,June 2025,5064,48108.0,2025-06-25,Paid,0.0
BL0012535,CON01045,July 2025,4959,47110.5,2025-07-26,Paid,0.0
BL0012536,CON01045,August 2025,2146,20387.0,2025-08-26,Paid,0.0
BL0012537,CON01045,September 2025,3763,35748.5,2025-09-26,Paid,0.0
BL0012538,CON01045,October 2025,4120,39140.0,2025-10-27,Paid,0.0
BL0012539,CON01045,November 2025,4460,42370.0,2025-11-27,Unpaid,42370.0
BL0012540,CON01045,December 2025,4801,45609.5,2025-12-28,Paid,0.0
BL0012541,CON01046,January 2025,448,3360.0,2025-01-21,Paid,0.0
BL0012542,CON01046,February 2025,700,5250.0,2025-02-21,Paid,0.0
BL0012543,CON01046,March 2025,612,4590.0,2025-03-24,Paid,0.0
BL0012544,CON01046,April 2025,606,4545.0,2025-04-24,Paid,0.0
BL0012545,CON01046,May 2025,724,5430.0,2025-05-25,Paid,0.0
BL0012546,CON01046,June 2025,768,5760.0,2025-06-25,Paid,0.0
BL0012547,CON01046,July 2025,486,3645.0,2025-07-26,Paid,0.0
BL0012548,CON01046,August 2025,517,3877.5,2025-08-26,Paid,0.0
BL0012549,CON01046,September 2025,555,4162.5,2025-09-26,Paid,0.0
BL0012550,CON01046,October 2025,696,5220.0,2025-10-27,Paid,0.0
BL0012551,CON01046,November 2025,675,5062.5,2025-11-27,Paid,0.0
BL0012552,CON01046,December 2025,529,3967.5,2025-12-28,Paid,0.0
BL0012553,CON01047,January 2025,161,724.5,2025-01-21,Paid,0.0
BL0012554,CON01047,February 2025,144,648.0,2025-02-21,Paid,0.0
BL0012555,CON01047,March 2025,176,792.0,2025-03-24,Paid,0.0
BL0012556,CON01047,April 2025,215,967.5,2025-04-24,Paid,0.0
BL0012557,CON01047,May 2025,139,625.5,2025-05-25,Paid,0.0
BL0012558,CON01047,June 2025,172,774.0,2025-06-25,Unpaid,774.0
BL0012559,CON01047,July 2025,122,549.0,2025-07-26,Paid,0.0
BL0012560,CON01047,August 2025,147,661.5,2025-08-26,Paid,0.0
BL0012561,CON01047,September 2025,192,864.0,2025-09-26,Paid,0.0
BL0012562,CON01047,October 2025,169,760.5,2025-10-27,Paid,0.0
BL0012563,CON01047,November 2025,139,625.5,2025-11-27,Paid,0.0
BL0012564,CON01047,December 2025,149,670.5,2025-12-28,Paid,0.0
BL0012565,CON01048,January 2025,145,652.5,2025-01-21,Paid,0.0
BL0012566,CON01048,February 2025,156,702.0,2025-02-21,Paid,0.0
BL0012567,CON01048,March 2025,137,616.5,2025-03-24,Paid,0.0
BL0012568,CON01048,April 2025,145,652.5,2025-04-24,Paid,0.0
BL0012569,CON01048,May 2025,134,603.0,2025-05-25,Paid,0.0
BL0012570,CON01048,June 2025,100,450.0,2025-06-25,Paid,0.0
BL0012571,CON01048,July 2025,104,468.0,2025-07-26,Paid,0.0
BL0012572,CON01048,August 2025,153,688.5,2025-08-26,Paid,0.0
BL0012573,CON01048,September 2025,147,661.5,2025-09-26,Paid,0.0
BL0012574,CON01048,October 2025,135,607.5,2025-10-27,Paid,0.0
BL0012575,CON01048,November 2025,116,522.0,2025-11-27,Paid,0.0
BL0012576,CON01048,December 2025,171,769.5,2025-12-28,Paid,0.0
BL0012577,CON01049,January 2025,4791,45514.5,2025-01-21,Paid,0.0
BL0012578,CON01049,February 2025,4276,40622.0,2025-02-21,Paid,0.0
BL0012579,CON01049,March 2025,2176,20672.0,2025-03-24,Paid,0.0
BL0012580,CON01049,April 2025,4714,44783.0,2025-04-24,Unpaid,44783.0
BL0012581,CON01049,May 2025,4726,44897.0,2025-05-25,Paid,0.0
BL0012582,CON01049,June 2025,4260,40470.0,2025-06-25,Paid,0.0
BL0012583,CON01049,July 2025,3530,33535.0,2025-07-26,Paid,0.0
BL0012584,CON01049,August 2025,5599,53190.5,2025-08-26,Paid,0.0
BL0012585,CON01049,September 2025,4419,41980.5,2025-09-26,Paid,0.0
BL0012586,CON01049,October 2025,4566,43377.0,2025-10-27,Paid,0.0
BL0012587,CON01049,November 2025,3850,36575.0,2025-11-27,Paid,0.0
BL0012588,CON01049,December 2025,4556,43282.0,2025-12-28,Paid,0.0
BL0012589,CON01050,January 2025,158,711.0,2025-01-21,Paid,0.0
BL0012590,CON01050,February 2025,147,661.5,2025-02-21,Paid,0.0
BL0012591,CON01050,March 2025,185,832.5,2025-03-24,Unpaid,832.5
BL0012592,CON01050,April 2025,184,828.0,2025-04-24,Paid,0.0
BL0012593,CON01050,May 2025,168,756.0,2025-05-25,Unpaid,756.0
BL0012594,CON01050,June 2025,99,445.5,2025-06-25,Paid,0.0
BL0012595,CON01050,July 2025,159,715.5,2025-07-26,Unpaid,715.5
BL0012596,CON01050,August 2025,100,450.0,2025-08-26,Paid,0.0
BL0012597,CON01050,September 2025,161,724.5,2025-09-26,Paid,0.0
BL0012598,CON01050,October 2025,140,630.0,2025-10-27,Unpaid,630.0
BL0012599,CON01050,November 2025,183,823.5,2025-11-27,Paid,0.0
BL0012600,CON01050,December 2025,173,778.5,2025-12-28,Paid,0.0
BL0012601,CON01051,January 2025,4678,44441.0,2025-01-21,Paid,0.0
BL0012602,CON01051,February 2025,2437,23151.5,2025-02-21,Paid,0.0
BL0012603,CON01051,March 2025,4731,44944.5,2025-03-24,Paid,0.0
BL0012604,CON01051,April 2025,3431,32594.5,2025-04-24,Paid,0.0
BL0012605,CON01051,May 2025,4234,40223.0,2025-05-25,Paid,0.0
BL0012606,CON01051,June 2025,559,5310.5,2025-06-25,Paid,0.0
BL0012607,CON01051,July 2025,1257,11941.5,2025-07-26,Paid,0.0
BL0012608,CON01051,August 2025,1543,14658.5,2025-08-26,Paid,0.0
BL0012609,CON01051,September 2025,1167,11086.5,2025-09-26,Paid,0.0
BL0012610,CON01051,October 2025,1401,13309.5,2025-10-27,Paid,0.0
BL0012611,CON01051,November 2025,1171,11124.5,2025-11-27,Unpaid,11124.5
BL0012612,CON01051,December 2025,1151,10934.5,2025-12-28,Paid,0.0
BL0012613,CON01052,January 2025,214,963.0,2025-01-21,Paid,0.0
BL0012614,CON01052,February 2025,133,598.5,2025-02-21,Paid,0.0
BL0012615,CON01052,March 2025,94,423.0,2025-03-24,Paid,0.0
