Consumer_ID,Consumer_Name,Consumer_Type,Tariff,Area,District,Meter_Type,Connection_Date,Sanctioned_Load_KW,Phase_Type,Status
CON00967,Consumer_967,Commercial,Tariff V,Adyar,Madurai,Smart Meter,2024-01-01,29.95,Three Phase,Active
CON00968,Consumer_968,Residential,Tariff IA,Velachery,Coimbatore,Analog Meter,2024-01-01,26.88,Single Phase,Active
CON00969,Consumer_969,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,45.86,Three Phase,Active
CON00970,Consumer_970,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,25.8,Three Phase,Active
CON00971,Consumer_971,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,56.67,Three Phase,Active
CON00972,Consumer_972,Industrial,Tariff III,KK Nagar,Coimbatore,Analog Meter,2024-01-01,54.25,Three Phase,Active
CON00973,Consumer_973,Commercial,Tariff V,Peelamedu,Chennai,Analog Meter,2024-01-01,52.46,Single Phase,Active
CON00974,Consumer_974,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,5.2,Single Phase,Active
CON00975,Consumer_975,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,51.4,Single Phase,Active
CON00976,Consumer_976,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,47.12,Three Phase,Active
CON00977,Consumer_977,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,7.11,Three Phase,Active
CON00978,Consumer_978,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,7.34,Three Phase,Active
CON00979,Consumer_979,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,6.97,Three Phase,Active
CON00980,Consumer_980,Residential,Tariff IA,Velachery,Madurai,Digital Meter,2024-01-01,1.67,Three Phase,Active
CON00981,Consumer_981,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,33.37,Single Phase,Active
CON00982,Consumer_982,Commercial,Tariff V,Velachery,Chennai,Analog Meter,2024-01-01,58.43,Single Phase,Active
CON00983,Consumer_983,Residential,Tariff IA,KK Nagar,Madurai,Analog Meter,2024-01-01,26.88,Single Phase,Active
CON00984,Consumer_984,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,32.9,Three Phase,Active
CON00985,Consumer_985,Commercial,Tariff V,Velachery,Coimbatore,Analog Meter,2024-01-01,58.11,Three Phase,Active
CON00986,Consumer_986,Residential,Tariff IA,Velachery,Chennai,Smart Meter,2024-01-01,16.06,Three Phase,Active
CON00987,Consumer_987,Commercial,Tariff V,KK Nagar,Chennai,Analog Meter,2024-01-01,51.65,Three Phase,Active
CON00988,Consumer_988,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,33.24,Three Phase,Active
CON00989,Consumer_989,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,34.6,Three Phase,Active
CON00990,Consumer_990,Commercial,Tariff V,Peelamedu,Chennai,Analog Meter,2024-01-01,21.25,Three Phase,Active
CON00991,Consumer_991,Commercial,Tariff V,KK Nagar,Madurai,Analog Meter,2024-01-01,34.13,Single Phase,Active
CON00992,Consumer_992,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,5.32,Single Phase,Active
CON00993,Consumer_993,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,46.11,Three Phase,Active
CON00994,Consumer_994,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,17.8,Three Phase,Active
CON00995,Consumer_995,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,53.37,Three Phase,Active
CON00996,Consumer_996,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,22.7,Single Phase,Active
CON00997,Consumer_997,Industrial,Tariff III,KK Nagar,Coimbatore,Analog Meter,2024-01-01,9.43,Single Phase,Active
CON00998,Consumer_998,Residential,Tariff IA,Velachery,Coimbatore,Analog Meter,2024-01-01,42.06,Three Phase,Active
CON00999,Consumer_999,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,10.71,Single Phase,Active
CON01000,Consumer_1000,Residential,Tariff IA,Peelamedu,Madurai,Digital Meter,2024-01-01,45.47,Single Phase,Active
CON01001,Consumer_1001,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,58.12,Single Phase,Active
CON01002,Consumer_1002,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,46.99,Three Phase,Active
CON01003,Consumer_1003,Industrial,Tariff III,Peelamedu,Madurai,Digital Meter,2024-01-01,2.32,Single Phase,Active
CON01004,Consumer_1004,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,36.39,Single Phase,Active
CON01005,Consumer_1005,Commercial,Tariff V,Peelamedu,Chennai,Smart Meter,2024-01-01,42.03,Three Phase,Active
CON01006,Consumer_1006,Commercial,Tariff V,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,49.7,Three Phase,Active
CON01007,Consumer_1007,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,4.3,Single Phase,Active
CON01008,Consumer_1008,Commercial,Tariff V,Adyar,Chennai,Digital Meter,2024-01-01,29.33,Three Phase,Active
CON01009,Consumer_1009,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,32.59,Single Phase,Active
CON01010,Consumer_1010,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,10.98,Single Phase,Active
CON01011,Consumer_1011,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,20.02,Three Phase,Active
CON01012,Consumer_1012,Agricultural,Tariff IV,Adyar,Madurai,Digital Meter,2024-01-01,26.97,Three Phase,Active
CON01013,Consumer_1013,Industrial,Tariff III,Velachery,Chennai,Digital Meter,2024-01-01,50.16,Single Phase,Active
CON01014,Consumer_1014,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,55.84,Three Phase,Active
CON01015,Consumer_1015,Commercial,Tariff V,Velachery,Coimbatore,Smart Meter,2024-01-01,38.08,Three Phase,Active
CON01016,Consumer_1016,Industrial,Tariff III,Velachery,Madurai,Analog Meter,2024-01-01,24.3,Single Phase,Active
CON01017,Consumer_1017,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,15.99,Single Phase,Active
CON01018,Consumer_1018,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,58.95,Single Phase,Active
CON01019,Consumer_1019,Industrial,Tariff III,Anna Nagar,Chennai,Analog Meter,2024-01-01,59.0,Single Phase,Active
CON01020,Consumer_1020,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,55.57,Single Phase,Active
CON01021,Consumer_1021,Commercial,Tariff V,Anna Nagar,Chennai,Smart Meter,2024-01-01,47.35,Single Phase,Active
CON01022,Consumer_1022,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,20.22,Three Phase,Active
CON01023,Consumer_1023,Industrial,Tariff III,Velachery,Coimbatore,Digital Meter,2024-01-01,49.2,Three Phase,Active
CON01024,Consumer_1024,Agricultural,Tariff IV,Adyar,Coimbatore,Smart Meter,2024-01-01,25.12,Single Phase,Active
CON01025,Consumer_1025,Industrial,Tariff III,Anna Nagar,Chennai,Smart Meter,2024-01-01,20.28,Three Phase,Active
CON01026,Consumer_1026,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,44.95,Three Phase,Active
CON01027,Consumer_1027,Industrial,Tariff III,KK Nagar,Coimbatore,Digital Meter,2024-01-01,5.7,Single Phase,Active
CON01028,Consumer_1028,Commercial,Tariff V,Velachery,Coimbatore,Digital Meter,2024-01-01,3.87,Three Phase,Active
CON01029,Consumer_1029,Residential,Tariff IA,Velachery,Chennai,Analog Meter,2024-01-01,27.43,Three Phase,Active
CON01030,Consumer_1030,Commercial,Tariff V,KK Nagar,Chennai,Digital Meter,2024-01-01,27.29,Single Phase,Active
CON01031,Consumer_1031,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,53.84,Three Phase,Active
CON01032,Consumer_1032,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,8.44,Three Phase,Active
CON01033,Consumer_1033,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,8.27,Single Phase,Active
CON01034,Consumer_1034,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,9.7,Three Phase,Active
CON01035,Consumer_1035,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,2.75,Three Phase,Active
CON01036,Consumer_1036,Commercial,Tariff V,Anna Nagar,Madurai,Smart Meter,2024-01-01,5.23,Three Phase,Active
CON01037,Consumer_1037,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,39.93,Single Phase,Active
CON01038,Consumer_1038,Commercial,Tariff V,Velachery,Coimbatore,Analog Meter,2024-01-01,26.46,Single Phase,Active
CON01039,Consumer_1039,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,46.05,Three Phase,Active
CON01040,Consumer_1040,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,59.56,Three Phase,Active
CON01041,Consumer_1041,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,39.88,Single Phase,Active
CON01042,Consumer_1042,Commercial,Tariff V,KK Nagar,Madurai,Analog Meter,2024-01-01,3.98,Single Phase,Active
CON01043,Consumer_1043,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,7.17,Three Phase,Active
CON01044,Consumer_1044,Commercial,Tariff V,Peelamedu,Madurai,Digital Meter,2024-01-01,52.98,Single Phase,Active
CON01045,Consumer_1045,Industrial,Tariff III,KK Nagar,Madurai,Digital Meter,2024-01-01,32.12,Three Phase,Active
CON01046,Consumer_1046,Commercial,Tariff V,Peelamedu,Madurai,Analog Meter,2024-01-01,49.67,Three Phase,Active
CON01047,Consumer_1047,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,51.54,Single Phase,Active
CON01048,Consumer_1048,Residential,Tariff IA,Velachery,Chennai,Digital Meter,2024-01-01,55.73,Single Phase,Active
CON01049,Consumer_1049,Industrial,Tariff III,Anna Nagar,Madurai,Digital Meter,2024-01-01,57.04,Three Phase,Active
CON01050,Consumer_1050,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,33.73,Three Phase,Active
CON01051,Consumer_1051,Industrial,Tariff III,Velachery,Coimbatore,Analog Meter,2024-01-01,21.12,Single Phase,Active
CON01052,Consumer_1052,Residential,Tariff IA,Peelamedu,Madurai,Digital Meter,2024-01-01,57.75,Three Phase,Active
CON01053,Consumer_1053,Industrial,Tariff III,Velachery,Chennai,Digital Meter,2024-01-01,33.3,Single Phase,Active
CON01054,Consumer_1054,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,4.79,Single Phase,Active
CON01055,Consumer_1055,Agricultural,Tariff IV,KK Nagar,Coimbatore,Analog Meter,2024-01-01,38.92,Single Phase,Active
CON01056,Consumer_1056,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,35.67,Single Phase,Active
CON01057,Consumer_1057,Commercial,Tariff V,Adyar,Madurai,Smart Meter,2024-01-01,53.85,Single Phase,Active
CON01058,Consumer_1058,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,39.54,Three Phase,Active
CON01059,Consumer_1059,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,21.59,Single Phase,Active
CON01060,Consumer_1060,Commercial,Tariff V,Peelamedu,Coimbatore,Smart Meter,2024-01-01,58.01,Single Phase,Active
CON01061,Consumer_1061,Industrial,Tariff III,KK Nagar,Coimbatore,Analog Meter,2024-01-01,48.3,Single Phase,Active
CON01062,Consumer_1062,Agricultural,Tariff IV,KK Nagar,Chennai,Digital Meter,2024-01-01,38.19,Single Phase,Active
CON01063,Consumer_1063,Commercial,Tariff V,Velachery,Madurai,Analog Meter,2024-01-01,18.28,Single Phase,Active
CON01064,Consumer_1064,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,23.04,Single Phase,Active
CON01065,Consumer_1065,Residential,Tariff IA,Adyar,Chennai,Digital Meter,2024-01-01,40.53,Single Phase,Active
CON01066,Consumer_1066,Commercial,Tariff V,Anna Nagar,Chennai,Digital Meter,2024-01-01,5.25,Three Phase,Active
CON01067,Consumer_1067,Residential,Tariff IA,Velachery,Madurai,Analog Meter,2024-01-01,16.14,Three Phase,Active
CON01068,Consumer_1068,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,43.12,Three Phase,Active
CON01069,Consumer_1069,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,29.32,Three Phase,Active
CON01070,Consumer_1070,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,24.74,Single Phase,Active
CON01071,Consumer_1071,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,9.94,Three Phase,Active
CON01072,Consumer_1072,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,27.07,Single Phase,Active
CON01073,Consumer_1073,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,46.47,Three Phase,Active
CON01074,Consumer_1074,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,16.58,Three Phase,Active
CON01075,Consumer_1075,Agricultural,Tariff IV,Peelamedu,Coimbatore,Digital Meter,2024-01-01,1.32,Single Phase,Active
CON01076,Consumer_1076,Residential,Tariff IA,KK Nagar,Madurai,Smart Meter,2024-01-01,40.44,Single Phase,Active
CON01077,Consumer_1077,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,58.38,Three Phase,Active
CON01078,Consumer_1078,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,36.8,Three Phase,Active
CON01079,Consumer_1079,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,8.08,Three Phase,Active
CON01080,Consumer_1080,Industrial,Tariff III,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,19.92,Three Phase,Active
CON01081,Consumer_1081,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,52.19,Single Phase,Active
CON01082,Consumer_1082,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,14.72,Three Phase,Active
CON01083,Consumer_1083,Residential,Tariff IA,Velachery,Chennai,Analog Meter,2024-01-01,36.85,Three Phase,Active
CON01084,Consumer_1084,Industrial,Tariff III,KK Nagar,Coimbatore,Smart Meter,2024-01-01,24.76,Three Phase,Active
CON01085,Consumer_1085,Industrial,Tariff III,Peelamedu,Chennai,Smart Meter,2024-01-01,13.26,Three Phase,Active
CON01086,Consumer_1086,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,48.99,Three Phase,Active
CON01087,Consumer_1087,Commercial,Tariff V,Peelamedu,Chennai,Digital Meter,2024-01-01,44.83,Single Phase,Active
CON01088,Consumer_1088,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,40.03,Single Phase,Active
CON01089,Consumer_1089,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,14.94,Single Phase,Active
CON01090,Consumer_1090,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,6.77,Single Phase,Active
CON01091,Consumer_1091,Industrial,Tariff III,Peelamedu,Madurai,Smart Meter,2024-01-01,34.99,Single Phase,Active
CON01092,Consumer_1092,Commercial,Tariff V,Adyar,Chennai,Smart Meter,2024-01-01,33.67,Three Phase,Active
CON01093,Consumer_1093,Commercial,Tariff V,Velachery,Coimbatore,Smart Meter,2024-01-01,12.11,Single Phase,Active
CON01094,Consumer_1094,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,4.32,Single Phase,Active
CON01095,Consumer_1095,Residential,Tariff IA,Velachery,Madurai,Analog Meter,2024-01-01,5.76,Three Phase,Active
CON01096,Consumer_1096,Residential,Tariff IA,Velachery,Chennai,Analog Meter,2024-01-01,59.57,Single Phase,Active
CON01097,Consumer_1097,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,47.23,Single Phase,Active
CON01098,Consumer_1098,Residential,Tariff IA,Peelamedu,Madurai,Digital Meter,2024-01-01,55.4,Single Phase,Active
CON01099,Consumer_1099,Commercial,Tariff V,Peelamedu,Coimbatore,Smart Meter,2024-01-01,12.51,Single Phase,Active
CON01100,Consumer_1100,Residential,Tariff IA,Velachery,Chennai,Analog Meter,2024-01-01,57.67,Three Phase,Active
CON01101,Consumer_1101,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,9.42,Three Phase,Active
CON01102,Consumer_1102,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,31.04,Single Phase,Active
CON01103,Consumer_1103,Industrial,Tariff III,Adyar,Madurai,Analog Meter,2024-01-01,49.95,Three Phase,Active
CON01104,Consumer_1104,Industrial,Tariff III,Adyar,Chennai,Smart Meter,2024-01-01,21.64,Single Phase,Active
CON01105,Consumer_1105,Agricultural,Tariff IV,KK Nagar,Coimbatore,Smart Meter,2024-01-01,26.06,Three Phase,Active
CON01106,Consumer_1106,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,8.56,Three Phase,Active
CON01107,Consumer_1107,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,8.25,Three Phase,Active
CON01108,Consumer_1108,Commercial,Tariff V,Adyar,Madurai,Digital Meter,2024-01-01,37.55,Three Phase,Active
CON01109,Consumer_1109,Commercial,Tariff V,Velachery,Madurai,Smart Meter,2024-01-01,40.86,Three Phase,Active
CON01110,Consumer_1110,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,46.86,Three Phase,Active
CON01111,Consumer_1111,Commercial,Tariff V,Adyar,Coimbatore,Digital Meter,2024-01-01,33.84,Three Phase,Active
CON01112,Consumer_1112,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,39.1,Three Phase,Active
CON01113,Consumer_1113,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,1.8,Three Phase,Active
CON01114,Consumer_1114,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,10.57,Three Phase,Active
CON01115,Consumer_1115,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,59.11,Three Phase,Active
CON01116,Consumer_1116,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,5.48,Single Phase,Active
CON01117,Consumer_1117,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,41.05,Three Phase,Active
CON01118,Consumer_1118,Industrial,Tariff III,Anna Nagar,Madurai,Smart Meter,2024-01-01,11.39,Single Phase,Active
CON01119,Consumer_1119,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,43.29,Three Phase,Active
CON01120,Consumer_1120,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,42.65,Single Phase,Active
CON01121,Consumer_1121,Industrial,Tariff III,Anna Nagar,Chennai,Digital Meter,2024-01-01,14.82,Single Phase,Active
CON01122,Consumer_1122,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,16.91,Single Phase,Active
CON01123,Consumer_1123,Industrial,Tariff III,KK Nagar,Chennai,Digital Meter,2024-01-01,39.63,Three Phase,Active
CON01124,Consumer_1124,Commercial,Tariff V,Peelamedu,Coimbatore,Smart Meter,2024-01-01,24.02,Three Phase,Active
CON01125,Consumer_1125,Commercial,Tariff V,Velachery,Coimbatore,Analog Meter,2024-01-01,12.48,Three Phase,Active
CON01126,Consumer_1126,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,44.17,Three Phase,Active
CON01127,Consumer_1127,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,10.09,Single Phase,Active
CON01128,Consumer_1128,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,51.48,Three Phase,Active
CON01129,Consumer_1129,Residential,Tariff IA,Velachery,Chennai,Digital Meter,2024-01-01,31.37,Three Phase,Active
CON01130,Consumer_1130,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,7.24,Three Phase,Active
CON01131,Consumer_1131,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,41.95,Three Phase,Active
CON01132,Consumer_1132,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,31.63,Three Phase,Active
CON01133,Consumer_1133,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,18.59,Three Phase,Active
CON01134,Consumer_1134,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,25.93,Three Phase,Active
CON01135,Consumer_1135,Commercial,Tariff V,Adyar,Madurai,Analog Meter,2024-01-01,18.6,Three Phase,Active
CON01136,Consumer_1136,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,16.52,Single Phase,Active
CON01137,Consumer_1137,Industrial,Tariff III,Peelamedu,Madurai,Digital Meter,2024-01-01,10.65,Single Phase,Active
CON01138,Consumer_1138,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,22.4,Three Phase,Active
CON01139,Consumer_1139,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,15.81,Three Phase,Active
CON01140,Consumer_1140,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,41.32,Three Phase,Active
CON01141,Consumer_1141,Commercial,Tariff V,Velachery,Chennai,Smart Meter,2024-01-01,41.35,Three Phase,Active
CON01142,Consumer_1142,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,30.61,Single Phase,Active
CON01143,Consumer_1143,Commercial,Tariff V,KK Nagar,Chennai,Analog Meter,2024-01-01,46.9,Single Phase,Active
CON01144,Consumer_1144,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,50.64,Three Phase,Active
CON01145,Consumer_1145,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,35.21,Single Phase,Active
CON01146,Consumer_1146,Industrial,Tariff III,Anna Nagar,Madurai,Smart Meter,2024-01-01,37.52,Single Phase,Active
CON01147,Consumer_1147,Commercial,Tariff V,KK Nagar,Chennai,Digital Meter,2024-01-01,17.69,Three Phase,Active
CON01148,Consumer_1148,Commercial,Tariff V,Peelamedu,Coimbatore,Smart Meter,2024-01-01,53.8,Three Phase,Active
CON01149,Consumer_1149,Industrial,Tariff III,Velachery,Chennai,Analog Meter,2024-01-01,2.43,Three Phase,Active
CON01150,Consumer_1150,Industrial,Tariff III,KK Nagar,Madurai,Analog Meter,2024-01-01,21.57,Single Phase,Active
CON01151,Consumer_1151,Commercial,Tariff V,Velachery,Coimbatore,Digital Meter,2024-01-01,43.59,Single Phase,Active
CON01152,Consumer_1152,Commercial,Tariff V,Peelamedu,Madurai,Analog Meter,2024-01-01,5.73,Three Phase,Active
CON01153,Consumer_1153,Commercial,Tariff V,Anna Nagar,Madurai,Analog Meter,2024-01-01,11.81,Three Phase,Active
CON01154,Consumer_1154,Commercial,Tariff V,Velachery,Coimbatore,Digital Meter,2024-01-01,35.77,Single Phase,Active
CON01155,Consumer_1155,Commercial,Tariff V,Adyar,Madurai,Smart Meter,2024-01-01,34.04,Single Phase,Active
CON01156,Consumer_1156,Commercial,Tariff V,Adyar,Madurai,Digital Meter,2024-01-01,44.6,Three Phase,Active
CON01157,Consumer_1157,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,48.94,Single Phase,Active
CON01158,Consumer_1158,Industrial,Tariff III,Peelamedu,Madurai,Smart Meter,2024-01-01,8.59,Three Phase,Active
CON01159,Consumer_1159,Industrial,Tariff III,KK Nagar,Madurai,Analog Meter,2024-01-01,2.08,Three Phase,Active
CON01160,Consumer_1160,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,41.69,Single Phase,Active
CON01161,Consumer_1161,Commercial,Tariff V,KK Nagar,Madurai,Analog Meter,2024-01-01,18.78,Single Phase,Active
CON01162,Consumer_1162,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,37.93,Single Phase,Active
CON01163,Consumer_1163,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,9.88,Three Phase,Active
CON01164,Consumer_1164,Commercial,Tariff V,KK Nagar,Madurai,Analog Meter,2024-01-01,28.67,Three Phase,Active
CON01165,Consumer_1165,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,30.76,Three Phase,Active
CON01166,Consumer_1166,Commercial,Tariff V,Peelamedu,Coimbatore,Analog Meter,2024-01-01,35.52,Three Phase,Active
CON01167,Consumer_1167,Commercial,Tariff V,KK Nagar,Madurai,Analog Meter,2024-01-01,31.28,Three Phase,Active
CON01168,Consumer_1168,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,30.25,Three Phase,Active
CON01169,Consumer_1169,Residential,Tariff IA,Velachery,Chennai,Digital Meter,2024-01-01,20.63,Single Phase,Active
CON01170,Consumer_1170,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,5.2,Three Phase,Active
CON01171,Consumer_1171,Commercial,Tariff V,KK Nagar,Madurai,Smart Meter,2024-01-01,6.28,Three Phase,Active
CON01172,Consumer_1172,Agricultural,Tariff IV,Peelamedu,Madurai,Analog Meter,2024-01-01,26.59,Three Phase,Active
CON01173,Consumer_1173,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,21.99,Three Phase,Active
CON01174,Consumer_1174,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,31.45,Single Phase,Active
CON01175,Consumer_1175,Commercial,Tariff V,Peelamedu,Madurai,Analog Meter,2024-01-01,18.99,Three Phase,Active
CON01176,Consumer_1176,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,41.59,Single Phase,Active
CON01177,Consumer_1177,Commercial,Tariff V,Peelamedu,Chennai,Analog Meter,2024-01-01,51.97,Single Phase,Active
CON01178,Consumer_1178,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,18.63,Three Phase,Active
CON01179,Consumer_1179,Commercial,Tariff V,Peelamedu,Chennai,Digital Meter,2024-01-01,12.39,Three Phase,Active
CON01180,Consumer_1180,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,7.85,Single Phase,Active
CON01181,Consumer_1181,Agricultural,Tariff IV,KK Nagar,Chennai,Digital Meter,2024-01-01,37.36,Single Phase,Active
CON01182,Consumer_1182,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,27.19,Three Phase,Active
CON01183,Consumer_1183,Commercial,Tariff V,Velachery,Chennai,Analog Meter,2024-01-01,12.09,Single Phase,Active
CON01184,Consumer_1184,Industrial,Tariff III,Velachery,Coimbatore,Smart Meter,2024-01-01,39.54,Three Phase,Active
CON01185,Consumer_1185,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,9.76,Three Phase,Active
CON01186,Consumer_1186,Industrial,Tariff III,Adyar,Chennai,Digital Meter,2024-01-01,33.7,Single Phase,Active
