Inspection_ID,Consumer_ID,Avg_Last6Months,Current_Month_Units,Consumption_Drop_Percentage,Voltage_Anomaly,Current_Anomaly,Meter_Tamper_Flag,Night_Usage_Ratio,Transformer_Loss_Percentage,Theft_Flag
INSP005769,CON00301,774.6674859663184,637.24,17.74,0,0,0,0.65,12.82,0
INSP005770,CON01569,851.1446808840728,731.56,14.05,0,0,0,0.37,28.69,1
INSP005771,CON00130,517.4463247574507,429.64,16.97,0,0,0,0.26,8.5,0
INSP005772,CON01721,488.155590091538,401.22,17.81,0,0,0,0.8,19.41,0
INSP005773,CON00581,981.3772861702033,432.2,55.96,1,1,0,0.74,26.99,1
INSP005774,CON00558,449.5808795275688,493.19,-9.7,0,0,0,0.78,9.21,0
INSP005775,CON00265,1043.0329085258127,900.55,13.66,0,0,0,0.23,18.56,1
INSP005776,CON00658,783.2228820082624,757.92,3.23,0,0,0,0.29,10.22,0
INSP005777,CON00017,390.78163180186164,323.41,17.24,0,0,0,0.27,22.76,0
INSP005778,CON00979,294.82015941274346,310.86,-5.44,0,0,0,0.77,21.18,0
INSP005779,CON01314,1065.0729135952624,912.23,14.35,0,0,1,0.54,10.18,0
INSP005780,CON01275,1192.1039897608296,1050.84,11.85,0,0,0,0.32,13.65,0
INSP005781,CON01658,712.2972587458861,653.25,8.29,0,0,0,0.28,5.15,0
INSP005782,CON00658,379.38372034435224,381.96,-0.68,0,0,0,0.74,17.53,0
INSP005783,CON00732,382.20349984382005,319.1,16.51,0,0,0,0.28,6.13,0
INSP005784,CON00289,1172.0054558801146,947.68,19.14,0,0,1,0.27,22.27,0
INSP005785,CON00013,624.4571003921249,183.28,70.65,1,1,0,0.59,7.69,1
INSP005786,CON00629,1001.5014144468321,1069.8,-6.82,0,0,0,0.68,10.28,0
INSP005787,CON00244,953.0696406228783,906.37,4.9,0,0,0,0.68,7.75,0
INSP005788,CON01631,466.6874398114458,471.59,-1.05,0,0,0,0.53,25.37,0
INSP005789,CON00317,847.1944247744725,874.64,-3.24,0,0,0,0.62,8.62,1
INSP005790,CON00416,950.4375858333921,814.53,14.3,0,0,0,0.6,8.48,0
INSP005791,CON01800,966.35437497937,821.11,15.03,0,0,0,0.27,22.77,0
INSP005792,CON01840,1141.8287232684388,1147.99,-0.54,0,0,0,0.26,22.83,0
INSP005793,CON01676,697.8871595688629,663.2,4.97,0,0,0,0.71,23.71,0
INSP005794,CON01493,318.7971863478624,303.91,4.67,0,0,0,0.29,27.33,0
INSP005795,CON01660,310.6932499564612,290.81,6.4,0,0,0,0.54,25.49,0
INSP005796,CON01909,801.4112149880779,742.11,7.4,0,0,0,0.5,22.46,0
INSP005797,CON00060,1009.9382703317642,364.49,63.91,1,1,0,0.29,14.25,1
INSP005798,CON00336,359.6251124795243,330.75,8.03,0,0,0,0.76,23.59,0
INSP005799,CON00357,1029.6248148789668,873.84,15.13,0,0,0,0.74,10.5,1
INSP005800,CON01334,1177.369462263808,1128.39,4.16,0,0,0,0.33,26.99,0
INSP005801,CON00438,1191.3601989877075,1143.94,3.98,0,0,0,0.61,6.9,0
INSP005802,CON01808,1061.7924331270654,1088.23,-2.49,0,0,0,0.3,5.04,0
INSP005803,CON00959,109.82037086678068,105.44,3.99,0,0,0,0.47,13.79,0
INSP005804,CON00148,109.07427257782231,94.38,13.47,0,0,0,0.73,6.14,0
INSP005805,CON01091,1133.8287470515559,942.44,16.88,0,0,0,0.42,21.79,0
INSP005806,CON00576,219.6526723786058,231.36,-5.33,0,0,0,0.4,9.31,1
INSP005807,CON00598,396.7364129673346,389.04,1.94,0,0,0,0.56,21.05,0
INSP005808,CON00683,1076.4458177489971,910.57,15.41,0,0,0,0.27,19.73,0
INSP005809,CON01306,537.2122444665044,101.59,81.09,1,1,0,0.23,16.57,1
INSP005810,CON00402,411.2453538817159,452.25,-9.97,0,0,0,0.54,20.58,0
INSP005811,CON01682,278.7300001842324,300.44,-7.79,0,0,0,0.69,29.83,0
INSP005812,CON00313,1061.018076435926,1036.19,2.34,0,0,0,0.78,17.35,0
INSP005813,CON01495,688.2974053296307,730.77,-6.17,0,0,0,0.42,11.3,0
INSP005814,CON00995,386.1901159219339,347.76,9.95,0,0,0,0.4,12.24,0
INSP005815,CON01101,694.0273265104584,583.05,15.99,0,0,0,0.79,22.64,1
INSP005816,CON00124,1130.5642565145274,978.16,13.48,0,0,0,0.3,18.87,0
INSP005817,CON00134,188.4478827677628,196.0,-4.01,0,0,0,0.79,29.87,0
INSP005818,CON01613,704.5033909342851,577.55,18.02,0,0,0,0.27,12.92,0
INSP005819,CON00722,772.6968401868406,833.97,-7.93,0,0,0,0.36,26.03,0
INSP005820,CON01182,236.4418276080721,235.02,0.6,0,0,0,0.58,23.03,0
INSP005821,CON01318,845.5047511807346,431.88,48.92,1,1,0,0.42,26.96,1
INSP005822,CON01799,932.7701797130567,871.95,6.52,0,0,0,0.54,19.19,0
INSP005823,CON00528,924.190367893305,987.13,-6.81,0,0,0,0.59,27.41,0
INSP005824,CON00552,288.9514119326012,250.9,13.17,0,0,1,0.41,29.21,1
INSP005825,CON00328,801.0688996923122,702.94,12.25,0,0,0,0.33,11.36,0
INSP005826,CON00068,742.0950643516986,608.15,18.05,0,0,0,0.78,13.93,0
INSP005827,CON01361,363.70722526472736,385.2,-5.91,0,0,0,0.47,6.37,0
INSP005828,CON01704,116.05832988822232,106.24,8.46,0,0,0,0.56,10.77,0
INSP005829,CON00046,1155.3350343604782,1094.1,5.3,0,0,0,0.34,24.07,0
INSP005830,CON01753,983.2479636863238,992.59,-0.95,0,0,1,0.2,13.35,1
INSP005831,CON00112,873.4399865426184,715.96,18.03,0,0,0,0.3,28.55,0
INSP005832,CON01081,454.23898557009363,374.75,17.5,0,0,1,0.24,25.22,0
INSP005833,CON01665,616.8180449641656,133.42,78.37,1,1,0,0.63,26.86,1
INSP005834,CON00957,754.305851149955,634.9,15.83,0,0,0,0.67,29.04,0
INSP005835,CON00702,152.41176789538906,149.41,1.97,0,0,0,0.44,5.9,0
INSP005836,CON00497,675.1195588283331,713.53,-5.69,0,0,0,0.67,23.04,0
INSP005837,CON00769,576.7808685459546,497.59,13.73,0,0,0,0.77,19.58,0
INSP005838,CON00111,511.99577554488866,510.56,0.28,0,0,1,0.31,11.24,0
INSP005839,CON01849,734.6607804341257,793.95,-8.07,0,0,0,0.8,5.4,0
INSP005840,CON01973,409.92384741735304,354.71,13.47,0,0,0,0.43,10.24,0
INSP005841,CON00863,332.2841738953001,352.92,-6.21,0,0,0,0.32,8.48,0
INSP005842,CON00287,987.9686167262372,839.08,15.07,0,0,1,0.55,27.24,0
INSP005843,CON01074,347.8079498840532,362.52,-4.23,0,0,0,0.41,17.76,1
INSP005844,CON01930,321.7718934428462,320.2,0.49,0,0,0,0.74,17.17,0
INSP005845,CON00005,305.4450338935727,91.05,70.19,1,1,0,0.77,20.43,1
INSP005846,CON00494,764.4793766700085,796.36,-4.17,0,0,0,0.24,11.19,0
INSP005847,CON00263,635.9952764383428,621.49,2.28,0,0,0,0.27,19.97,0
INSP005848,CON00906,691.32553120645,739.99,-7.04,0,0,0,0.55,18.05,0
INSP005849,CON01336,728.8977026045616,773.0,-6.05,0,0,0,0.8,5.78,0
INSP005850,CON01527,233.18819915977858,201.59,13.55,0,0,0,0.23,15.18,1
INSP005851,CON01571,597.4842083845328,531.4,11.06,0,0,1,0.76,18.11,0
INSP005852,CON01012,826.8296770454649,770.19,6.85,0,0,0,0.25,14.15,0
INSP005853,CON01442,287.0031472108534,245.82,14.35,0,0,0,0.68,26.88,0
INSP005854,CON00809,418.74972363267,347.19,17.09,0,0,0,0.69,29.0,0
INSP005855,CON01955,436.29878333460977,392.32,10.08,0,0,0,0.21,28.39,1
INSP005856,CON01620,879.3718052136574,721.88,17.91,0,0,0,0.35,23.24,0
INSP005857,CON00905,152.73025159729747,77.86,49.02,1,1,0,0.35,21.15,1
INSP005858,CON01848,992.0915226424671,993.58,-0.15,0,0,0,0.67,21.42,0
INSP005859,CON00905,840.7944965252127,768.74,8.57,0,0,0,0.39,22.33,0
INSP005860,CON00413,395.9909832211798,404.35,-2.11,0,0,0,0.7,28.55,0
INSP005861,CON01255,842.7540466385407,764.04,9.34,0,0,0,0.64,5.86,0
INSP005862,CON00752,884.7084874715908,728.12,17.7,0,0,0,0.52,22.25,0
INSP005863,CON00620,537.4182743866859,549.62,-2.27,0,0,0,0.48,11.31,0
INSP005864,CON01841,325.5655863413322,295.65,9.19,0,0,0,0.62,23.6,0
INSP005865,CON00665,1099.061699975318,930.47,15.34,0,0,0,0.68,22.44,0
INSP005866,CON01465,986.0248626920504,926.96,5.99,0,0,0,0.26,26.24,0
INSP005867,CON00058,706.090515907749,574.12,18.69,0,0,0,0.45,25.1,0
INSP005868,CON00073,199.62700335950294,204.96,-2.67,0,0,0,0.57,12.54,0
INSP005869,CON00859,392.7228861501181,161.25,58.94,1,1,1,0.64,24.43,0
INSP005870,CON01235,683.6364169944848,745.57,-9.06,0,0,0,0.35,6.87,0
INSP005871,CON01958,588.4634364254177,615.65,-4.62,0,0,0,0.56,26.3,0
INSP005872,CON01088,857.7734446230928,901.35,-5.08,0,0,0,0.69,16.35,0
INSP005873,CON00516,1151.160472854693,1014.06,11.91,0,0,0,0.48,9.77,0
INSP005874,CON00304,747.9046703755439,690.69,7.65,0,0,0,0.69,8.97,0
INSP005875,CON01734,399.76354331735246,328.73,17.77,0,0,0,0.43,8.3,0
INSP005876,CON01618,397.49759478375256,433.31,-9.01,0,0,0,0.6,9.89,0
INSP005877,CON00759,1135.437349765423,1025.98,9.64,0,0,0,0.31,7.1,0
INSP005878,CON01452,569.6379433962408,614.3,-7.84,0,0,0,0.58,15.17,1
INSP005879,CON01147,638.6479705010074,616.49,3.47,0,0,0,0.32,15.98,0
INSP005880,CON00481,271.97970332946977,253.95,6.63,0,0,0,0.67,19.13,0
INSP005881,CON01618,522.8115451862427,167.4,67.98,1,1,0,0.5,9.61,1
INSP005882,CON01652,538.38906349644,552.49,-2.62,0,0,0,0.71,10.38,0
INSP005883,CON01327,1109.276189695026,1027.3,7.39,0,0,0,0.37,24.77,0
INSP005884,CON01103,955.0217959854959,865.35,9.39,0,0,0,0.3,14.78,1
INSP005885,CON01493,385.8153750157694,313.82,18.66,0,0,0,0.52,20.42,0
INSP005886,CON00425,869.5949284802724,754.55,13.23,0,0,0,0.75,9.75,0
INSP005887,CON01140,414.110704897298,380.24,8.18,0,0,0,0.63,18.74,0
INSP005888,CON01487,212.1429737409003,229.58,-8.22,0,0,0,0.43,14.11,0
INSP005889,CON01618,1005.1827857919874,831.89,17.24,0,0,0,0.51,5.04,0
INSP005890,CON00979,552.666023805369,581.13,-5.15,0,0,0,0.47,10.24,0
INSP005891,CON00524,102.37905679582467,106.52,-4.04,0,0,0,0.67,20.49,1
INSP005892,CON00624,412.1210059869885,366.25,11.13,0,0,0,0.48,28.49,0
INSP005893,CON00110,966.5893270763042,268.33,72.24,1,1,0,0.36,17.09,0
INSP005894,CON00888,303.22869251392206,260.69,14.03,0,0,0,0.34,28.64,0
INSP005895,CON00065,725.0514499746571,679.88,6.23,0,0,0,0.73,6.47,0
INSP005896,CON01808,836.370029801115,784.18,6.24,0,0,0,0.35,8.67,0
INSP005897,CON00944,852.8063067860093,856.73,-0.46,0,0,0,0.67,13.94,0
INSP005898,CON01169,109.17363642870622,93.54,14.32,0,0,0,0.23,11.06,0
INSP005899,CON01421,624.2711605665637,580.45,7.02,0,0,0,0.24,6.58,1
INSP005900,CON01429,479.25840686536594,426.4,11.03,0,0,0,0.68,27.78,0
INSP005901,CON00910,716.3237846946515,721.05,-0.66,0,0,0,0.5,9.37,0
INSP005902,CON00642,285.62156857683533,281.39,1.48,0,0,0,0.35,28.07,0
INSP005903,CON00587,257.4059889703519,278.33,-8.13,0,0,0,0.78,11.98,1
INSP005904,CON00637,962.4011033510833,1039.1,-7.97,0,0,0,0.79,22.65,0
INSP005905,CON00290,494.8289907752142,251.82,49.11,1,1,0,0.74,27.14,1
INSP005906,CON01578,151.0456717967648,154.13,-2.04,0,0,0,0.46,6.38,0
INSP005907,CON00289,1133.5361820384003,1123.45,0.89,0,0,0,0.42,8.49,0
INSP005908,CON01996,866.2323534545123,878.97,-1.47,0,0,0,0.6,19.92,0
INSP005909,CON00958,1172.9954737068379,988.6,15.72,0,0,0,0.37,24.65,0
INSP005910,CON01460,125.66134090274875,128.59,-2.33,0,0,0,0.32,10.69,0
INSP005911,CON01791,599.5121409884919,612.58,-2.18,0,0,0,0.43,15.17,0
INSP005912,CON01320,665.6734928037739,543.99,18.28,0,0,0,0.26,16.25,0
INSP005913,CON00186,548.9102681186371,552.04,-0.57,0,0,0,0.61,25.46,0
INSP005914,CON01915,427.2389326727212,457.62,-7.11,0,0,0,0.39,21.81,0
INSP005915,CON01972,167.25238776141794,173.96,-4.01,0,0,0,0.28,6.03,0
INSP005916,CON00181,318.078121242106,310.06,2.52,0,0,0,0.57,10.18,0
INSP005917,CON01275,774.1204560080793,250.66,67.62,1,1,0,0.56,23.42,1
INSP005918,CON01851,206.437603603508,169.63,17.83,0,0,0,0.57,27.46,0
INSP005919,CON01726,361.0360864866118,367.46,-1.78,0,0,0,0.59,12.12,0
INSP005920,CON00410,237.13036299699627,203.96,13.99,0,0,0,0.7,23.34,0
INSP005921,CON01120,805.370869874794,789.1,2.02,0,0,0,0.33,7.11,0
INSP005922,CON01007,977.2764034656257,972.19,0.52,0,0,0,0.28,13.97,1
INSP005923,CON00173,523.4484532914221,570.56,-9.0,0,0,0,0.24,16.81,0
INSP005924,CON00338,905.0110997102481,986.01,-8.95,0,0,0,0.47,18.99,0
INSP005925,CON01046,438.53050041868124,452.83,-3.26,0,0,0,0.72,24.11,0
INSP005926,CON01564,671.2064322431048,609.05,9.26,0,0,0,0.3,19.67,0
INSP005927,CON01182,656.7763607257675,687.78,-4.72,0,0,0,0.22,8.46,0
INSP005928,CON01745,805.2121811126106,687.25,14.65,0,0,0,0.25,17.14,0
INSP005929,CON01412,1103.8800908036096,193.18,82.5,1,1,0,0.4,13.83,1
INSP005930,CON01806,527.0187089999147,443.06,15.93,0,0,0,0.53,13.92,0
INSP005931,CON01084,1013.0030994655004,977.95,3.46,0,0,0,0.72,5.8,0
INSP005932,CON00597,157.7377521260738,144.98,8.09,0,0,0,0.45,19.58,0
INSP005933,CON01107,947.6535294300542,1016.07,-7.22,0,0,0,0.58,27.73,0
INSP005934,CON01477,227.53933402518365,190.7,16.19,0,0,0,0.49,7.69,0
INSP005935,CON00733,821.6233380792095,723.52,11.94,0,0,0,0.53,9.66,0
INSP005936,CON00330,584.9355210781495,520.18,11.07,0,0,0,0.44,16.59,0
INSP005937,CON00442,778.1089435970907,728.23,6.41,0,0,0,0.43,18.31,0
INSP005938,CON00139,862.2826983486899,819.6,4.95,0,0,0,0.33,13.96,1
INSP005939,CON00247,1098.0260548415467,1063.77,3.12,0,0,0,0.43,25.33,1
INSP005940,CON00624,418.2921917167562,428.46,-2.43,0,0,0,0.46,13.07,0
INSP005941,CON00161,400.6943051432816,163.64,59.16,1,1,0,0.32,20.58,1
INSP005942,CON01202,979.6423114312431,832.79,14.99,0,0,0,0.49,7.14,0
INSP005943,CON01195,1155.2964825922622,1020.36,11.68,0,0,0,0.64,8.19,0
INSP005944,CON01828,452.5986536383974,422.23,6.71,0,0,0,0.54,6.59,0
INSP005945,CON01179,360.26815626104644,330.08,8.38,0,0,0,0.63,23.01,0
INSP005946,CON00938,399.76107150728785,398.68,0.27,0,0,0,0.28,27.29,0
INSP005947,CON01326,1164.4555257245315,1138.95,2.19,0,0,0,0.67,10.6,0
INSP005948,CON00057,1184.520804639767,1015.25,14.29,0,0,1,0.25,7.27,0
INSP005949,CON00213,662.7315800645367,554.77,16.29,0,0,0,0.25,24.95,0
INSP005950,CON01352,1030.21689397618,1132.21,-9.9,0,0,0,0.71,10.03,0
INSP005951,CON01313,1023.722349858259,982.36,4.04,0,0,0,0.76,20.73,0
INSP005952,CON01933,722.5935348518207,779.17,-7.83,0,0,0,0.75,23.1,0
INSP005953,CON00975,1068.1112317850277,401.08,62.45,1,1,0,0.53,12.67,0
INSP005954,CON01369,920.9373346423575,965.97,-4.89,0,0,0,0.6,13.81,1
INSP005955,CON01379,993.9244726207319,867.0,12.77,0,0,0,0.25,28.02,0
INSP005956,CON01266,989.7977342170142,901.01,8.97,0,0,0,0.78,6.2,1
INSP005957,CON01350,940.4667206865115,788.96,16.11,0,0,0,0.58,28.06,0
INSP005958,CON01370,297.21444822245985,261.55,12.0,0,0,0,0.24,27.75,0
INSP005959,CON01105,705.2970064475257,570.02,19.18,0,0,1,0.33,22.08,0
INSP005960,CON00030,859.0015423762276,866.39,-0.86,0,0,0,0.74,28.34,0
INSP005961,CON01369,764.865916595673,784.06,-2.51,0,0,0,0.57,12.07,0
INSP005962,CON00592,862.0414517575944,690.93,19.85,0,0,0,0.22,13.06,0
INSP005963,CON00887,388.61264649426255,318.39,18.07,0,0,0,0.76,17.24,1
INSP005964,CON00742,148.85543142964815,137.77,7.45,0,0,0,0.77,9.47,0
INSP005965,CON00804,906.6414710241824,350.14,61.38,1,1,0,0.77,28.69,1
INSP005966,CON01066,1177.6711686695874,1171.55,0.52,0,0,0,0.27,14.83,0
INSP005967,CON00150,689.0618609367825,705.12,-2.33,0,0,0,0.46,24.31,0
INSP005968,CON01286,125.90842241561157,113.15,10.13,0,0,1,0.67,8.45,0
INSP005969,CON01490,833.3594098032523,787.36,5.52,0,0,0,0.27,28.1,1
INSP005970,CON01369,847.7620223374031,922.79,-8.85,0,0,0,0.73,23.74,0
INSP005971,CON01428,900.0595297851031,826.79,8.14,0,0,0,0.22,19.12,0
INSP005972,CON01328,108.17558283955593,113.96,-5.35,0,0,0,0.49,7.38,0
INSP005973,CON00677,551.4912279434703,493.86,10.45,0,0,1,0.31,29.73,1
INSP005974,CON00531,327.26143197793454,308.84,5.63,0,0,0,0.8,19.22,0
INSP005975,CON01479,382.61388871207834,365.13,4.57,0,0,0,0.64,12.66,0
INSP005976,CON00264,364.9165386704658,392.18,-7.47,0,0,0,0.47,5.94,0
INSP005977,CON01350,265.851630692702,119.61,55.01,1,1,0,0.37,9.39,1
INSP005978,CON01409,180.19171755741536,196.37,-8.98,0,0,0,0.6,5.07,0
INSP005979,CON01428,362.9248361261766,310.45,14.46,0,0,1,0.53,13.26,0
INSP005980,CON00437,129.49806883730494,131.12,-1.25,0,0,0,0.42,10.36,0
INSP005981,CON01249,796.4941366201185,730.46,8.29,0,0,0,0.7,14.44,0
INSP005982,CON01913,267.53952637936936,280.54,-4.86,0,0,0,0.65,19.53,0
INSP005983,CON00447,373.9775928073154,343.2,8.23,0,0,0,0.31,5.33,0
INSP005984,CON00152,211.60097388614196,171.44,18.98,0,0,0,0.39,7.94,0
INSP005985,CON01661,716.8112668611798,733.3,-2.3,0,0,0,0.42,9.49,0
INSP005986,CON00426,735.9608218727373,794.32,-7.93,0,0,0,0.7,17.04,0
INSP005987,CON00630,1121.5542920471166,1028.24,8.32,0,0,0,0.39,15.37,0
INSP005988,CON00085,714.99270266245,742.38,-3.83,0,0,0,0.29,23.04,0
INSP005989,CON00571,397.5589596208018,135.17,66.0,1,1,0,0.51,7.22,1
INSP005990,CON01164,427.4926656086559,406.42,4.93,0,0,0,0.64,11.5,0
INSP005991,CON01041,140.246421628468,150.02,-6.97,0,0,0,0.28,13.89,0
INSP005992,CON00029,946.874481832682,859.19,9.26,0,0,0,0.71,13.75,0
INSP005993,CON00690,812.7360217514608,659.86,18.81,0,0,0,0.61,17.59,0
INSP005994,CON00815,363.71634783317097,334.44,8.05,0,0,0,0.42,23.45,0
INSP005995,CON01657,417.8065241781061,418.48,-0.16,0,0,1,0.39,19.28,0
INSP005996,CON00843,395.06678901405104,320.16,18.96,0,0,0,0.3,20.35,0
INSP005997,CON00471,1063.3143484121297,941.88,11.42,0,0,0,0.58,29.5,0
INSP005998,CON00782,1057.3703814891699,1089.51,-3.04,0,0,0,0.74,17.35,0
INSP005999,CON01911,848.2170057636054,765.69,9.73,0,0,0,0.33,5.31,0
INSP006000,CON00597,1193.0756660509392,1282.44,-7.49,0,0,0,0.36,15.58,0
INSP006001,CON01718,1166.0284590594633,389.45,66.6,1,1,0,0.57,13.75,1
INSP006002,CON01872,1137.4994179253038,1078.12,5.22,0,0,0,0.73,17.86,0
INSP006003,CON00743,403.1955525842209,396.58,1.64,0,0,0,0.26,7.7,0
INSP006004,CON01591,971.4208408534724,779.66,19.74,0,0,0,0.33,6.48,0
INSP006005,CON00077,1156.5875495572168,1045.44,9.61,0,0,1,0.55,15.23,0
INSP006006,CON01214,1004.3371934765595,976.82,2.74,0,0,0,0.27,8.1,0
INSP006007,CON00901,1129.9871406436503,994.73,11.97,0,0,0,0.47,18.11,0
INSP006008,CON01202,790.9989465446869,814.25,-2.94,0,0,0,0.29,9.37,0
INSP006009,CON00743,265.15585208614846,289.55,-9.2,0,0,0,0.62,11.97,0
INSP006010,CON01453,1051.5698168575022,921.49,12.37,0,0,0,0.61,21.84,0
INSP006011,CON00219,124.46013928257852,107.11,13.94,0,0,0,0.61,18.41,0
INSP006012,CON01634,1191.2015327696427,1217.17,-2.18,0,0,0,0.73,16.24,0
INSP006013,CON00316,846.0634760995996,189.1,77.65,1,1,0,0.47,11.91,1
INSP006014,CON00573,284.0378697471541,269.21,5.22,0,0,0,0.77,20.75,0
INSP006015,CON00610,986.1327366871681,802.12,18.66,0,0,0,0.67,20.83,0
INSP006016,CON00518,246.256722648924,249.09,-1.15,0,0,0,0.33,26.24,0
INSP006017,CON01949,247.5222497337751,233.02,5.86,0,0,0,0.54,28.76,0
INSP006018,CON01956,1133.739117658934,1046.1,7.73,0,0,0,0.69,25.55,0
INSP006019,CON01850,859.7551649807177,929.48,-8.11,0,0,0,0.27,18.53,1
INSP006020,CON01568,313.3953850473684,321.58,-2.61,0,0,1,0.74,8.33,1
INSP006021,CON01300,848.0424643979658,797.75,5.93,0,0,0,0.7,6.35,0
INSP006022,CON01354,402.5248092482966,381.88,5.13,0,0,0,0.76,12.19,1
INSP006023,CON01445,417.8211777561596,385.06,7.84,0,0,0,0.61,14.39,1
INSP006024,CON01663,595.1854878345728,632.74,-6.31,0,0,0,0.36,22.3,0
INSP006025,CON00984,640.5094015318142,308.09,51.9,1,1,0,0.2,17.69,1
INSP006026,CON01839,895.4419291798825,935.83,-4.51,0,0,0,0.77,15.18,1
INSP006027,CON00444,971.8312439661426,1013.72,-4.31,0,0,0,0.66,9.84,0
INSP006028,CON01876,554.7161107564477,504.24,9.1,0,0,0,0.64,24.43,0
INSP006029,CON01707,298.5981063801313,304.12,-1.85,0,0,0,0.5,29.05,0
INSP006030,CON00369,270.62288843054193,230.0,15.01,0,0,0,0.5,16.32,0
INSP006031,CON00551,1061.8749528174362,1036.07,2.43,0,0,0,0.48,17.19,0
INSP006032,CON01751,990.946647750767,891.16,10.07,0,0,0,0.75,8.05,0
INSP006033,CON01385,941.9448514793703,927.44,1.54,0,0,0,0.32,22.73,0
INSP006034,CON01959,955.1047410563771,778.89,18.45,0,0,0,0.54,21.17,0
INSP006035,CON01490,633.9719309422027,649.5,-2.45,0,0,0,0.34,15.6,0
INSP006036,CON01249,895.9982848799621,758.28,15.37,0,0,0,0.54,24.65,1
INSP006037,CON01904,967.9283751787972,393.27,59.37,1,1,0,0.31,23.48,1
INSP006038,CON01193,1006.4058356431759,854.84,15.06,0,0,0,0.57,17.51,0
INSP006039,CON01837,175.95111596813695,187.34,-6.47,0,0,0,0.27,5.46,0
INSP006040,CON01073,519.1466067541112,539.7,-3.96,0,0,0,0.65,11.14,0
INSP006041,CON00132,952.5807561162895,933.91,1.96,0,0,0,0.36,13.49,1
INSP006042,CON00551,470.9666370773934,507.84,-7.83,0,0,1,0.53,27.23,1
INSP006043,CON00928,308.1884535347822,309.67,-0.48,0,0,0,0.74,15.36,0
INSP006044,CON00635,721.5342470813025,642.81,10.91,0,0,0,0.57,29.89,0
INSP006045,CON01524,215.12934537350023,181.5,15.63,0,0,0,0.68,7.73,1
INSP006046,CON01017,820.8485488953547,728.17,11.29,0,0,0,0.22,14.21,0
INSP006047,CON00277,185.703083080722,174.95,5.79,0,0,0,0.38,25.32,0
INSP006048,CON00478,270.1606219367999,289.56,-7.18,0,0,0,0.65,11.2,0
INSP006049,CON00450,947.0579532778901,389.43,58.88,1,1,0,0.43,27.68,1
INSP006050,CON01647,177.81316583447264,176.18,0.92,0,0,0,0.22,12.9,0
INSP006051,CON00979,715.5790675769568,715.44,0.02,0,0,0,0.47,23.24,0
INSP006052,CON00697,387.33731096490214,340.55,12.08,0,0,0,0.46,11.65,0
INSP006053,CON01367,726.4854743865238,780.75,-7.47,0,0,0,0.6,6.5,0
INSP006054,CON01171,302.6137235420843,309.73,-2.35,0,0,0,0.66,8.54,0
INSP006055,CON01991,1040.0681674793148,863.78,16.95,0,0,0,0.38,18.99,0
INSP006056,CON01559,350.80460770976276,348.28,0.72,0,0,0,0.28,29.18,0
INSP006057,CON01742,446.3538814734296,388.68,12.92,0,0,0,0.63,6.34,0
INSP006058,CON00381,1184.408246718723,1143.07,3.49,0,0,1,0.26,24.66,0
INSP006059,CON00569,109.85872582724103,103.97,5.36,0,0,0,0.77,26.3,0
INSP006060,CON00122,796.1370632022303,651.0,18.23,0,0,0,0.22,19.24,0
INSP006061,CON01105,593.2831783806032,276.53,53.39,1,1,0,0.49,20.86,1
INSP006062,CON00900,517.8998871443284,441.1,14.83,0,0,0,0.3,22.67,1
INSP006063,CON01709,137.26551680283728,144.25,-5.09,0,0,0,0.57,10.29,0
INSP006064,CON00924,1184.4738895760195,1112.46,6.08,0,0,0,0.56,18.39,0
INSP006065,CON00022,647.0436159507354,595.41,7.98,0,0,0,0.76,11.82,0
INSP006066,CON00754,1067.2262304957862,995.62,6.71,0,0,0,0.53,20.17,0
INSP006067,CON00684,303.6842808367795,300.62,1.01,0,0,0,0.31,22.39,1
INSP006068,CON00025,834.7938081856514,722.18,13.49,0,0,0,0.73,8.52,1
INSP006069,CON00158,952.0126998949323,840.15,11.75,0,0,0,0.5,9.84,0
INSP006070,CON00215,658.105869392485,630.6,4.18,0,0,0,0.2,7.3,0
INSP006071,CON01726,748.6716949314281,631.06,15.71,0,0,0,0.32,12.88,0
INSP006072,CON01923,785.3319617602548,800.72,-1.96,0,0,0,0.69,27.65,0
INSP006073,CON01724,208.6971312434323,73.23,64.91,1,1,0,0.5,13.52,1
INSP006074,CON01691,888.3543732553658,926.11,-4.25,0,0,0,0.74,18.43,0
INSP006075,CON01494,411.48987182730156,353.43,14.11,0,0,0,0.65,13.31,0
INSP006076,CON01123,1172.5815161161765,1208.58,-3.07,0,0,0,0.42,21.26,0
INSP006077,CON00514,588.5316640131391,596.12,-1.29,0,0,0,0.76,29.86,0
INSP006078,CON00060,484.06633471200416,464.9,3.96,0,0,0,0.34,28.96,1
INSP006079,CON01061,421.4891565221368,433.67,-2.89,0,0,0,0.4,7.1,0
INSP006080,CON00291,787.110877625142,753.03,4.33,0,0,0,0.79,12.99,0
INSP006081,CON01549,429.58686168001014,374.08,12.92,0,0,0,0.73,29.62,0
INSP006082,CON01895,534.04881762738,504.73,5.49,0,0,0,0.75,7.72,0
INSP006083,CON01765,173.49271494323284,188.12,-8.43,0,0,0,0.66,10.94,0
INSP006084,CON01293,577.4813465353138,627.95,-8.74,0,0,1,0.48,20.22,0
INSP006085,CON00498,944.1735820639592,221.79,76.51,1,1,1,0.75,17.76,1
INSP006086,CON01384,489.83014041672146,409.84,16.33,0,0,1,0.74,26.06,0
INSP006087,CON00862,1090.8298667968306,928.62,14.87,0,0,0,0.42,10.99,0
