Reading_ID,Consumer_ID,Reading_Date,Units_Consumed,Voltage,Current,Power_Factor,Meter_Status
RD0015311,CON01276,2025-11-07,152,227.5,0.79,0.88,Normal
RD0015312,CON01276,2025-12-08,138,238.9,0.7,0.9,Normal
RD0015313,CON01277,2025-01-01,195,228.9,1.0,0.89,Normal
RD0015314,CON01277,2025-02-01,119,244.4,0.59,0.92,Normal
RD0015315,CON01277,2025-03-04,196,220.8,0.94,0.95,Normal
RD0015316,CON01277,2025-04-04,150,244.3,0.73,0.94,Normal
RD0015317,CON01277,2025-05-05,124,229.5,0.59,0.96,Normal
RD0015318,CON01277,2025-06-05,171,216.8,0.91,0.86,Normal
RD0015319,CON01277,2025-07-06,106,225.3,0.56,0.87,Normal
RD0015320,CON01277,2025-08-06,150,235.9,0.78,0.88,Normal
RD0015321,CON01277,2025-09-06,174,224.9,0.93,0.85,Normal
RD0015322,CON01277,2025-10-07,197,231.7,1.01,0.89,Normal
RD0015323,CON01277,2025-11-07,142,230.8,0.75,0.86,Normal
RD0015324,CON01277,2025-12-08,110,225.2,0.56,0.9,Normal
RD0015325,CON01278,2025-01-01,51,223.9,0.26,0.9,Normal
RD0015326,CON01278,2025-02-01,41,238.2,0.2,0.96,Normal
RD0015327,CON01278,2025-03-04,47,217.0,0.23,0.95,Normal
RD0015328,CON01278,2025-04-04,47,242.8,0.23,0.92,Normal
RD0015329,CON01278,2025-05-05,56,223.0,0.29,0.87,Normal
RD0015330,CON01278,2025-06-05,51,231.4,0.26,0.88,Normal
RD0015331,CON01278,2025-07-06,40,246.3,0.21,0.89,Normal
RD0015332,CON01278,2025-08-06,49,229.0,0.23,0.97,Normal
RD0015333,CON01278,2025-09-06,40,240.5,0.21,0.88,Normal
RD0015334,CON01278,2025-10-07,54,228.7,0.28,0.87,Normal
RD0015335,CON01278,2025-11-07,51,236.9,0.26,0.89,Normal
RD0015336,CON01278,2025-12-08,26,227.1,0.13,0.89,Normal
RD0015337,CON01279,2025-01-01,103,226.8,0.55,0.85,Normal
RD0015338,CON01279,2025-02-01,126,221.8,0.59,0.97,Normal
RD0015339,CON01279,2025-03-04,98,226.5,0.5,0.9,Normal
RD0015340,CON01279,2025-04-04,93,243.0,0.47,0.91,Normal
RD0015341,CON01279,2025-05-05,130,224.9,0.62,0.95,Normal
RD0015342,CON01279,2025-06-05,146,236.9,0.72,0.92,Normal
RD0015343,CON01279,2025-07-06,169,227.5,0.83,0.93,Normal
RD0015344,CON01279,2025-08-06,132,230.1,0.71,0.85,Normal
RD0015345,CON01279,2025-09-06,135,235.6,0.68,0.91,Normal
RD0015346,CON01279,2025-10-07,173,239.4,0.81,0.97,Normal
RD0015347,CON01279,2025-11-07,183,228.7,0.92,0.91,Normal
RD0015348,CON01279,2025-12-08,110,224.0,0.53,0.95,Normal
RD0015349,CON01280,2025-01-01,145,236.3,0.72,0.92,Normal
RD0015350,CON01280,2025-02-01,195,227.2,0.97,0.92,Normal
RD0015351,CON01280,2025-03-04,150,221.8,0.74,0.92,Normal
RD0015352,CON01280,2025-04-04,166,234.1,0.78,0.97,Normal
RD0015353,CON01280,2025-05-05,170,233.9,0.9,0.86,Normal
RD0015354,CON01280,2025-06-05,177,224.7,0.91,0.89,Normal
RD0015355,CON01280,2025-07-06,195,226.4,0.97,0.92,Normal
RD0015356,CON01280,2025-08-06,148,229.6,0.72,0.94,Normal
RD0015357,CON01280,2025-09-06,199,226.4,1.01,0.9,Normal
RD0015358,CON01280,2025-10-07,163,232.5,0.85,0.88,Normal
RD0015359,CON01280,2025-11-07,102,248.3,0.52,0.9,Normal
RD0015360,CON01280,2025-12-08,165,225.1,0.88,0.86,Normal
RD0015361,CON01281,2025-01-01,582,220.2,2.92,0.91,Normal
RD0015362,CON01281,2025-02-01,519,222.4,2.58,0.92,Normal
RD0015363,CON01281,2025-03-04,771,231.7,3.75,0.94,Normal
RD0015364,CON01281,2025-04-04,456,240.5,2.42,0.86,Normal
RD0015365,CON01281,2025-05-05,598,233.0,3.14,0.87,Normal
RD0015366,CON01281,2025-06-05,474,227.9,2.43,0.89,Normal
RD0015367,CON01281,2025-07-06,532,227.7,2.56,0.95,Normal
RD0015368,CON01281,2025-08-06,585,225.7,2.75,0.97,Normal
RD0015369,CON01281,2025-09-06,680,227.2,3.38,0.92,Normal
RD0015370,CON01281,2025-10-07,542,215.5,2.91,0.85,Normal
RD0015371,CON01281,2025-11-07,636,228.9,3.09,0.94,Normal
RD0015372,CON01281,2025-12-08,503,219.4,2.47,0.93,Normal
RD0015373,CON01282,2025-01-01,560,231.2,2.66,0.96,Normal
RD0015374,CON01282,2025-02-01,579,237.3,3.04,0.87,Normal
RD0015375,CON01282,2025-03-04,503,237.2,2.44,0.94,Normal
RD0015376,CON01282,2025-04-04,533,234.9,2.51,0.97,Normal
RD0015377,CON01282,2025-05-05,767,224.1,3.94,0.89,Normal
RD0015378,CON01282,2025-06-05,702,226.3,3.27,0.98,Normal
RD0015379,CON01282,2025-07-06,341,246.3,1.61,0.97,Normal
RD0015380,CON01282,2025-08-06,570,236.9,2.92,0.89,Normal
RD0015381,CON01282,2025-09-06,672,229.1,3.26,0.94,Normal
RD0015382,CON01282,2025-10-07,642,228.8,3.22,0.91,Normal
RD0015383,CON01282,2025-11-07,699,227.2,3.26,0.98,Normal
RD0015384,CON01282,2025-12-08,404,228.5,1.88,0.98,Normal
RD0015385,CON01283,2025-01-01,154,235.2,0.72,0.97,Normal
RD0015386,CON01283,2025-02-01,146,228.7,0.76,0.88,Normal
RD0015387,CON01283,2025-03-04,137,226.7,0.72,0.87,Normal
RD0015388,CON01283,2025-04-04,153,227.8,0.79,0.88,Normal
RD0015389,CON01283,2025-05-05,106,225.5,0.5,0.96,Normal
RD0015390,CON01283,2025-06-05,195,229.0,0.96,0.93,Normal
RD0015391,CON01283,2025-07-06,184,238.0,0.97,0.87,Normal
RD0015392,CON01283,2025-08-06,168,224.7,0.85,0.9,Normal
RD0015393,CON01283,2025-09-06,145,234.8,0.68,0.98,Normal
RD0015394,CON01283,2025-10-07,198,233.7,0.99,0.91,Normal
RD0015395,CON01283,2025-11-07,135,228.2,0.64,0.96,Normal
RD0015396,CON01283,2025-12-08,133,225.5,0.63,0.96,Normal
RD0015397,CON01284,2025-01-01,107,229.9,0.53,0.93,Normal
RD0015398,CON01284,2025-02-01,211,238.8,1.04,0.93,Normal
RD0015399,CON01284,2025-03-04,169,220.6,0.81,0.95,Normal
RD0015400,CON01284,2025-04-04,144,224.1,0.73,0.9,Normal
RD0015401,CON01284,2025-05-05,139,246.8,0.65,0.97,Normal
RD0015402,CON01284,2025-06-05,190,218.5,0.94,0.92,Normal
RD0015403,CON01284,2025-07-06,173,238.3,0.84,0.94,Normal
RD0015404,CON01284,2025-08-06,130,235.2,0.63,0.94,Normal
RD0015405,CON01284,2025-09-06,119,236.5,0.61,0.89,Normal
RD0015406,CON01284,2025-10-07,170,228.4,0.9,0.86,Normal
RD0015407,CON01284,2025-11-07,132,223.1,0.62,0.97,Normal
RD0015408,CON01284,2025-12-08,78,220.5,0.37,0.95,Normal
RD0015409,CON01285,2025-01-01,147,240.2,0.76,0.88,Normal
RD0015410,CON01285,2025-02-01,107,225.5,0.56,0.87,Normal
RD0015411,CON01285,2025-03-04,101,230.8,0.51,0.91,Normal
RD0015412,CON01285,2025-04-04,173,241.7,0.9,0.88,Normal
RD0015413,CON01285,2025-05-05,111,219.2,0.52,0.98,Normal
RD0015414,CON01285,2025-06-05,155,248.4,0.81,0.87,Normal
RD0015415,CON01285,2025-07-06,133,235.0,0.68,0.89,Normal
RD0015416,CON01285,2025-08-06,118,224.1,0.61,0.88,Normal
RD0015417,CON01285,2025-09-06,146,213.1,0.78,0.85,Normal
RD0015418,CON01285,2025-10-07,135,220.1,0.63,0.98,Normal
RD0015419,CON01285,2025-11-07,192,231.5,1.03,0.85,Normal
RD0015420,CON01285,2025-12-08,143,218.9,0.77,0.85,Normal
RD0015421,CON01286,2025-01-01,157,228.2,0.79,0.91,Normal
RD0015422,CON01286,2025-02-01,105,207.8,0.54,0.89,Normal
RD0015423,CON01286,2025-03-04,184,240.2,0.93,0.9,Normal
RD0015424,CON01286,2025-04-04,119,229.7,0.61,0.89,Normal
RD0015425,CON01286,2025-05-05,125,236.6,0.58,0.98,Normal
RD0015426,CON01286,2025-06-05,140,209.1,0.7,0.91,Normal
RD0015427,CON01286,2025-07-06,153,217.7,0.74,0.95,Normal
RD0015428,CON01286,2025-08-06,162,230.3,0.78,0.95,Normal
RD0015429,CON01286,2025-09-06,120,237.7,0.61,0.9,Normal
RD0015430,CON01286,2025-10-07,105,231.8,0.5,0.96,Normal
RD0015431,CON01286,2025-11-07,177,234.2,0.94,0.86,Normal
RD0015432,CON01286,2025-12-08,176,235.5,0.93,0.86,Normal
RD0015433,CON01287,2025-01-01,177,219.7,0.86,0.94,Normal
RD0015434,CON01287,2025-02-01,121,231.6,0.64,0.86,Normal
RD0015435,CON01287,2025-03-04,163,237.5,0.76,0.98,Normal
RD0015436,CON01287,2025-04-04,144,227.8,0.76,0.86,Normal
RD0015437,CON01287,2025-05-05,150,234.3,0.77,0.89,Normal
RD0015438,CON01287,2025-06-05,169,231.4,0.79,0.98,Normal
RD0015439,CON01287,2025-07-06,150,245.6,0.77,0.89,Normal
RD0015440,CON01287,2025-08-06,154,230.1,0.72,0.97,Normal
RD0015441,CON01287,2025-09-06,152,238.5,0.73,0.95,Normal
RD0015442,CON01287,2025-10-07,149,230.4,0.79,0.86,Normal
RD0015443,CON01287,2025-11-07,134,232.8,0.67,0.92,Normal
RD0015444,CON01287,2025-12-08,174,228.5,0.82,0.97,Normal
RD0015445,CON01288,2025-01-01,75,243.1,0.37,0.93,Normal
RD0015446,CON01288,2025-02-01,153,228.6,0.72,0.97,Normal
RD0015447,CON01288,2025-03-04,144,226.5,0.76,0.87,Normal
RD0015448,CON01288,2025-04-04,127,230.3,0.62,0.93,Normal
RD0015449,CON01288,2025-05-05,155,229.2,0.76,0.93,Normal
RD0015450,CON01288,2025-06-05,131,231.6,0.66,0.9,Normal
RD0015451,CON01288,2025-07-06,187,228.3,0.91,0.94,Normal
RD0015452,CON01288,2025-08-06,167,222.9,0.81,0.94,Normal
RD0015453,CON01288,2025-09-06,183,235.4,0.88,0.95,Normal
RD0015454,CON01288,2025-10-07,137,239.6,0.67,0.93,Normal
RD0015455,CON01288,2025-11-07,127,239.9,0.63,0.92,Normal
RD0015456,CON01288,2025-12-08,118,220.4,0.56,0.96,Normal
RD0015457,CON01289,2025-01-01,163,220.6,0.82,0.91,Normal
RD0015458,CON01289,2025-02-01,126,237.2,0.61,0.94,Normal
RD0015459,CON01289,2025-03-04,146,230.4,0.76,0.88,Normal
RD0015460,CON01289,2025-04-04,197,213.2,1.02,0.88,Normal
RD0015461,CON01289,2025-05-05,192,213.7,0.96,0.91,Normal
RD0015462,CON01289,2025-06-05,49,228.7,0.29,0.77,Tampered
RD0015463,CON01289,2025-07-06,44,230.7,0.3,0.66,Tampered
RD0015464,CON01289,2025-08-06,46,224.2,0.29,0.72,Tampered
RD0015465,CON01289,2025-09-06,44,249.3,0.25,0.8,Tampered
RD0015466,CON01289,2025-10-07,29,243.5,0.18,0.72,Tampered
RD0015467,CON01289,2025-11-07,51,227.8,0.29,0.79,Tampered
RD0015468,CON01289,2025-12-08,39,217.7,0.27,0.65,Tampered
RD0015469,CON01290,2025-01-01,139,237.5,0.66,0.96,Normal
RD0015470,CON01290,2025-02-01,111,237.9,0.55,0.92,Normal
RD0015471,CON01290,2025-03-04,151,236.2,0.78,0.88,Normal
RD0015472,CON01290,2025-04-04,154,248.3,0.73,0.96,Normal
RD0015473,CON01290,2025-05-05,164,230.7,0.81,0.93,Normal
RD0015474,CON01290,2025-06-05,196,236.8,0.92,0.97,Normal
RD0015475,CON01290,2025-07-06,191,221.8,0.96,0.91,Normal
RD0015476,CON01290,2025-08-06,134,243.2,0.71,0.86,Normal
RD0015477,CON01290,2025-09-06,222,223.2,1.14,0.89,Normal
RD0015478,CON01290,2025-10-07,175,220.0,0.82,0.97,Normal
RD0015479,CON01290,2025-11-07,165,220.7,0.78,0.97,Normal
RD0015480,CON01290,2025-12-08,165,235.2,0.85,0.89,Normal
RD0015481,CON01291,2025-01-01,87,232.5,0.46,0.87,Normal
RD0015482,CON01291,2025-02-01,196,231.1,0.93,0.96,Normal
RD0015483,CON01291,2025-03-04,92,223.1,0.47,0.89,Normal
RD0015484,CON01291,2025-04-04,138,213.8,0.68,0.93,Normal
RD0015485,CON01291,2025-05-05,142,231.5,0.72,0.9,Normal
RD0015486,CON01291,2025-06-05,138,215.0,0.66,0.95,Normal
RD0015487,CON01291,2025-07-06,184,215.9,0.94,0.89,Normal
RD0015488,CON01291,2025-08-06,204,228.9,1.05,0.89,Normal
RD0015489,CON01291,2025-09-06,150,250.9,0.74,0.92,Normal
RD0015490,CON01291,2025-10-07,172,226.4,0.83,0.95,Normal
RD0015491,CON01291,2025-11-07,126,240.3,0.59,0.97,Normal
RD0015492,CON01291,2025-12-08,160,245.0,0.78,0.94,Normal
RD0015493,CON01292,2025-01-01,141,232.8,0.75,0.86,Normal
RD0015494,CON01292,2025-02-01,119,237.8,0.58,0.94,Normal
RD0015495,CON01292,2025-03-04,141,229.7,0.75,0.86,Normal
RD0015496,CON01292,2025-04-04,153,230.6,0.8,0.87,Normal
RD0015497,CON01292,2025-05-05,162,225.8,0.77,0.96,Normal
RD0015498,CON01292,2025-06-05,126,220.3,0.65,0.88,Normal
RD0015499,CON01292,2025-07-06,163,229.7,0.87,0.86,Normal
RD0015500,CON01292,2025-08-06,141,223.8,0.75,0.86,Normal
RD0015501,CON01292,2025-09-06,92,230.3,0.45,0.94,Normal
RD0015502,CON01292,2025-10-07,122,229.8,0.57,0.97,Normal
RD0015503,CON01292,2025-11-07,181,231.7,0.89,0.93,Normal
RD0015504,CON01292,2025-12-08,151,230.0,0.72,0.96,Normal
RD0015505,CON01293,2025-01-01,197,218.3,0.96,0.94,Normal
RD0015506,CON01293,2025-02-01,179,230.8,0.84,0.97,Normal
RD0015507,CON01293,2025-03-04,162,225.5,0.84,0.88,Normal
RD0015508,CON01293,2025-04-04,108,223.8,0.54,0.92,Normal
RD0015509,CON01293,2025-05-05,131,245.0,0.68,0.88,Normal
RD0015510,CON01293,2025-06-05,145,222.0,0.73,0.91,Normal
RD0015511,CON01293,2025-07-06,209,241.9,1.11,0.86,Normal
RD0015512,CON01293,2025-08-06,161,240.7,0.82,0.9,Normal
RD0015513,CON01293,2025-09-06,136,223.8,0.7,0.89,Normal
RD0015514,CON01293,2025-10-07,164,225.0,0.8,0.94,Normal
RD0015515,CON01293,2025-11-07,111,239.5,0.59,0.86,Normal
RD0015516,CON01293,2025-12-08,214,242.9,1.07,0.91,Normal
RD0015517,CON01294,2025-01-01,547,223.7,2.81,0.89,Normal
RD0015518,CON01294,2025-02-01,573,227.9,2.67,0.98,Normal
RD0015519,CON01294,2025-03-04,321,236.5,1.63,0.9,Normal
RD0015520,CON01294,2025-04-04,656,231.3,3.19,0.94,Normal
RD0015521,CON01294,2025-05-05,588,219.5,2.95,0.91,Normal
RD0015522,CON01294,2025-06-05,481,227.0,2.29,0.96,Normal
RD0015523,CON01294,2025-07-06,584,221.2,2.75,0.97,Normal
RD0015524,CON01294,2025-08-06,492,238.0,2.61,0.86,Normal
RD0015525,CON01294,2025-09-06,634,236.1,3.29,0.88,Normal
RD0015526,CON01294,2025-10-07,596,241.0,2.81,0.97,Normal
RD0015527,CON01294,2025-11-07,670,222.9,3.25,0.94,Normal
RD0015528,CON01294,2025-12-08,609,238.3,2.96,0.94,Normal
RD0015529,CON01295,2025-01-01,562,222.0,2.92,0.88,Normal
RD0015530,CON01295,2025-02-01,745,230.3,3.78,0.9,Normal
RD0015531,CON01295,2025-03-04,472,226.0,2.32,0.93,Normal
RD0015532,CON01295,2025-04-04,599,216.7,3.01,0.91,Normal
RD0015533,CON01295,2025-05-05,827,211.9,4.34,0.87,Normal
RD0015534,CON01295,2025-06-05,460,224.7,2.28,0.92,Normal
RD0015535,CON01295,2025-07-06,566,228.0,2.97,0.87,Normal
RD0015536,CON01295,2025-08-06,634,231.7,2.95,0.98,Normal
RD0015537,CON01295,2025-09-06,508,228.3,2.58,0.9,Normal
RD0015538,CON01295,2025-10-07,758,236.0,3.72,0.93,Normal
RD0015539,CON01295,2025-11-07,514,212.8,2.5,0.94,Normal
RD0015540,CON01295,2025-12-08,610,230.3,3.2,0.87,Normal
RD0015541,CON01296,2025-01-01,199,234.9,1.03,0.88,Normal
RD0015542,CON01296,2025-02-01,144,234.5,0.71,0.92,Normal
RD0015543,CON01296,2025-03-04,139,235.5,0.66,0.96,Normal
RD0015544,CON01296,2025-04-04,140,231.3,0.71,0.9,Normal
RD0015545,CON01296,2025-05-05,186,231.8,0.94,0.9,Normal
RD0015546,CON01296,2025-06-05,169,216.0,0.81,0.95,Normal
RD0015547,CON01296,2025-07-06,159,225.1,0.81,0.9,Normal
RD0015548,CON01296,2025-08-06,197,228.9,1.0,0.9,Normal
RD0015549,CON01296,2025-09-06,128,229.6,0.63,0.93,Normal
RD0015550,CON01296,2025-10-07,118,224.4,0.58,0.93,Normal
RD0015551,CON01296,2025-11-07,155,232.3,0.78,0.91,Normal
RD0015552,CON01296,2025-12-08,128,214.1,0.63,0.93,Normal
RD0015553,CON01297,2025-01-01,121,215.5,0.58,0.96,Normal
RD0015554,CON01297,2025-02-01,119,225.1,0.59,0.92,Normal
RD0015555,CON01297,2025-03-04,160,227.2,0.78,0.94,Normal
RD0015556,CON01297,2025-04-04,172,228.4,0.82,0.96,Normal
RD0015557,CON01297,2025-05-05,124,218.5,0.61,0.93,Normal
RD0015558,CON01297,2025-06-05,89,242.7,0.47,0.86,Normal
RD0015559,CON01297,2025-07-06,148,237.8,0.7,0.97,Normal
RD0015560,CON01297,2025-08-06,110,225.6,0.53,0.94,Normal
RD0015561,CON01297,2025-09-06,141,229.2,0.73,0.88,Normal
RD0015562,CON01297,2025-10-07,153,228.9,0.79,0.88,Normal
RD0015563,CON01297,2025-11-07,142,231.6,0.7,0.93,Normal
RD0015564,CON01297,2025-12-08,102,227.8,0.48,0.97,Normal
RD0015565,CON01298,2025-01-01,178,225.5,0.93,0.87,Normal
RD0015566,CON01298,2025-02-01,90,226.0,0.43,0.95,Normal
RD0015567,CON01298,2025-03-04,170,245.2,0.83,0.93,Normal
RD0015568,CON01298,2025-04-04,212,234.9,1.03,0.94,Normal
RD0015569,CON01298,2025-05-05,172,222.9,0.9,0.87,Normal
RD0015570,CON01298,2025-06-05,182,234.4,0.96,0.87,Normal
RD0015571,CON01298,2025-07-06,134,225.5,0.67,0.91,Normal
RD0015572,CON01298,2025-08-06,124,231.2,0.64,0.89,Normal
RD0015573,CON01298,2025-09-06,194,239.5,1.01,0.88,Normal
RD0015574,CON01298,2025-10-07,130,223.8,0.65,0.92,Normal
RD0015575,CON01298,2025-11-07,130,230.1,0.67,0.88,Normal
RD0015576,CON01298,2025-12-08,190,233.9,0.97,0.89,Normal
RD0015577,CON01299,2025-01-01,585,234.1,2.84,0.94,Normal
RD0015578,CON01299,2025-02-01,744,233.9,3.5,0.97,Normal
RD0015579,CON01299,2025-03-04,484,224.9,2.3,0.96,Normal
RD0015580,CON01299,2025-04-04,542,229.3,2.78,0.89,Normal
RD0015581,CON01299,2025-05-05,756,229.7,3.88,0.89,Normal
RD0015582,CON01299,2025-06-05,572,241.8,2.78,0.94,Normal
RD0015583,CON01299,2025-07-06,686,219.4,3.64,0.86,Normal
RD0015584,CON01299,2025-08-06,484,225.6,2.26,0.98,Normal
RD0015585,CON01299,2025-09-06,668,214.2,3.43,0.89,Normal
RD0015586,CON01299,2025-10-07,536,212.6,2.6,0.94,Normal
RD0015587,CON01299,2025-11-07,480,241.6,2.44,0.9,Normal
RD0015588,CON01299,2025-12-08,600,232.3,3.11,0.88,Normal
RD0015589,CON01300,2025-01-01,781,228.7,3.68,0.97,Normal
RD0015590,CON01300,2025-02-01,707,224.1,3.71,0.87,Normal
RD0015591,CON01300,2025-03-04,724,234.7,3.59,0.92,Normal
RD0015592,CON01300,2025-04-04,397,242.0,1.85,0.98,Normal
RD0015593,CON01300,2025-05-05,874,232.0,4.48,0.89,Normal
RD0015594,CON01300,2025-06-05,752,227.1,3.73,0.92,Normal
RD0015595,CON01300,2025-07-06,481,238.0,2.5,0.88,Normal
RD0015596,CON01300,2025-08-06,629,220.1,2.96,0.97,Normal
RD0015597,CON01300,2025-09-06,526,236.2,2.79,0.86,Normal
RD0015598,CON01300,2025-10-07,826,238.1,4.1,0.92,Normal
RD0015599,CON01300,2025-11-07,609,232.8,3.2,0.87,Normal
RD0015600,CON01300,2025-12-08,776,227.9,4.03,0.88,Normal
RD0015601,CON01301,2025-01-01,169,222.1,0.82,0.94,Normal
RD0015602,CON01301,2025-02-01,68,219.8,0.33,0.95,Normal
RD0015603,CON01301,2025-03-04,108,241.1,0.56,0.88,Normal
RD0015604,CON01301,2025-04-04,171,232.0,0.8,0.97,Normal
RD0015605,CON01301,2025-05-05,131,236.2,0.63,0.95,Normal
RD0015606,CON01301,2025-06-05,130,228.0,0.67,0.89,Normal
RD0015607,CON01301,2025-07-06,186,237.7,0.91,0.93,Normal
RD0015608,CON01301,2025-08-06,213,223.6,1.08,0.9,Normal
RD0015609,CON01301,2025-09-06,159,221.8,0.83,0.88,Normal
RD0015610,CON01301,2025-10-07,125,244.8,0.65,0.88,Normal
RD0015611,CON01301,2025-11-07,150,239.5,0.74,0.92,Normal
RD0015612,CON01301,2025-12-08,145,251.4,0.7,0.95,Normal
RD0015613,CON01302,2025-01-01,2405,228.8,12.77,0.86,Normal
RD0015614,CON01302,2025-02-01,3957,234.9,19.64,0.92,Normal
RD0015615,CON01302,2025-03-04,3965,231.9,19.68,0.92,Normal
RD0015616,CON01302,2025-04-04,5114,227.3,25.66,0.91,Normal
RD0015617,CON01302,2025-05-05,4121,232.5,19.6,0.96,Normal
RD0015618,CON01302,2025-06-05,4756,241.0,23.86,0.91,Normal
RD0015619,CON01302,2025-07-06,5440,219.6,26.43,0.94,Normal
RD0015620,CON01302,2025-08-06,2344,217.5,11.27,0.95,Normal
RD0015621,CON01302,2025-09-06,4525,235.3,21.98,0.94,Normal
RD0015622,CON01302,2025-10-07,3269,229.4,16.77,0.89,Normal
RD0015623,CON01302,2025-11-07,4866,218.5,25.84,0.86,Normal
RD0015624,CON01302,2025-12-08,4653,224.7,21.9,0.97,Normal
RD0015625,CON01303,2025-01-01,135,220.2,0.67,0.92,Normal
RD0015626,CON01303,2025-02-01,190,215.7,0.91,0.95,Normal
RD0015627,CON01303,2025-03-04,152,226.7,0.74,0.94,Normal
RD0015628,CON01303,2025-04-04,123,231.9,0.6,0.94,Normal
RD0015629,CON01303,2025-05-05,164,227.2,0.79,0.95,Normal
RD0015630,CON01303,2025-06-05,31,228.2,0.18,0.77,Tampered
RD0015631,CON01303,2025-07-06,23,228.0,0.15,0.68,Tampered
RD0015632,CON01303,2025-08-06,44,233.0,0.28,0.72,Tampered
RD0015633,CON01303,2025-09-06,38,222.5,0.22,0.78,Tampered
RD0015634,CON01303,2025-10-07,53,247.5,0.31,0.77,Tampered
RD0015635,CON01303,2025-11-07,29,226.0,0.2,0.66,Tampered
RD0015636,CON01303,2025-12-08,67,229.2,0.41,0.74,Tampered
RD0015637,CON01304,2025-01-01,164,233.1,0.82,0.91,Normal
RD0015638,CON01304,2025-02-01,117,229.0,0.6,0.89,Normal
RD0015639,CON01304,2025-03-04,134,224.8,0.67,0.91,Normal
RD0015640,CON01304,2025-04-04,169,227.8,0.81,0.95,Normal
RD0015641,CON01304,2025-05-05,202,234.9,1.07,0.86,Normal
RD0015642,CON01304,2025-06-05,172,218.1,0.81,0.97,Normal
RD0015643,CON01304,2025-07-06,130,247.1,0.63,0.94,Normal
RD0015644,CON01304,2025-08-06,145,210.3,0.77,0.86,Normal
RD0015645,CON01304,2025-09-06,176,225.0,0.9,0.89,Normal
RD0015646,CON01304,2025-10-07,108,221.9,0.5,0.98,Normal
RD0015647,CON01304,2025-11-07,172,234.3,0.89,0.88,Normal
RD0015648,CON01304,2025-12-08,188,234.4,0.92,0.93,Normal
RD0015649,CON01305,2025-01-01,537,234.4,2.69,0.91,Normal
RD0015650,CON01305,2025-02-01,307,229.2,1.61,0.87,Normal
RD0015651,CON01305,2025-03-04,621,219.7,2.98,0.95,Normal
RD0015652,CON01305,2025-04-04,578,237.7,2.69,0.98,Normal
RD0015653,CON01305,2025-05-05,680,237.5,3.34,0.93,Normal
RD0015654,CON01305,2025-06-05,773,243.5,4.06,0.87,Normal
RD0015655,CON01305,2025-07-06,495,230.6,2.51,0.9,Normal
RD0015656,CON01305,2025-08-06,456,238.4,2.22,0.94,Normal
RD0015657,CON01305,2025-09-06,626,232.3,3.04,0.94,Normal
RD0015658,CON01305,2025-10-07,582,235.1,2.83,0.94,Normal
RD0015659,CON01305,2025-11-07,750,251.6,3.89,0.88,Normal
RD0015660,CON01305,2025-12-08,476,221.1,2.47,0.88,Normal
RD0015661,CON01306,2025-01-01,4015,230.1,19.5,0.94,Normal
RD0015662,CON01306,2025-02-01,5141,240.7,24.2,0.97,Normal
RD0015663,CON01306,2025-03-04,5405,225.6,28.05,0.88,Normal
RD0015664,CON01306,2025-04-04,2904,225.3,14.73,0.9,Normal
RD0015665,CON01306,2025-05-05,5191,217.0,27.56,0.86,Normal
RD0015666,CON01306,2025-06-05,4079,229.3,20.03,0.93,Normal
RD0015667,CON01306,2025-07-06,2875,230.5,14.43,0.91,Normal
RD0015668,CON01306,2025-08-06,4915,233.7,24.94,0.9,Normal
RD0015669,CON01306,2025-09-06,4737,230.3,24.58,0.88,Normal
RD0015670,CON01306,2025-10-07,2659,224.3,12.52,0.97,Normal
RD0015671,CON01306,2025-11-07,2973,235.5,15.6,0.87,Normal
RD0015672,CON01306,2025-12-08,3273,227.2,15.73,0.95,Normal
RD0015673,CON01307,2025-01-01,854,221.7,4.33,0.9,Normal
RD0015674,CON01307,2025-02-01,594,231.4,3.12,0.87,Normal
RD0015675,CON01307,2025-03-04,529,231.9,2.57,0.94,Normal
RD0015676,CON01307,2025-04-04,587,225.7,3.05,0.88,Normal
RD0015677,CON01307,2025-05-05,583,232.3,2.93,0.91,Normal
RD0015678,CON01307,2025-06-05,433,242.1,2.22,0.89,Normal
RD0015679,CON01307,2025-07-06,623,231.2,3.06,0.93,Normal
RD0015680,CON01307,2025-08-06,599,227.0,3.18,0.86,Normal
RD0015681,CON01307,2025-09-06,611,227.0,3.0,0.93,Normal
RD0015682,CON01307,2025-10-07,337,219.2,1.69,0.91,Normal
RD0015683,CON01307,2025-11-07,528,237.0,2.71,0.89,Normal
RD0015684,CON01307,2025-12-08,443,218.2,2.2,0.92,Normal
RD0015685,CON01308,2025-01-01,495,235.3,2.4,0.94,Normal
RD0015686,CON01308,2025-02-01,548,220.1,2.81,0.89,Normal
RD0015687,CON01308,2025-03-04,713,244.4,3.43,0.95,Normal
RD0015688,CON01308,2025-04-04,690,226.0,3.46,0.91,Normal
RD0015689,CON01308,2025-05-05,389,234.0,1.83,0.97,Normal
RD0015690,CON01308,2025-06-05,685,225.4,3.36,0.93,Normal
RD0015691,CON01308,2025-07-06,637,238.5,3.27,0.89,Normal
RD0015692,CON01308,2025-08-06,476,243.6,2.39,0.91,Normal
RD0015693,CON01308,2025-09-06,625,242.4,3.1,0.92,Normal
RD0015694,CON01308,2025-10-07,831,220.9,4.46,0.85,Normal
RD0015695,CON01308,2025-11-07,478,218.2,2.35,0.93,Normal
RD0015696,CON01308,2025-12-08,498,232.9,2.45,0.93,Normal
