Outage_ID,Feeder_ID,Start_Time,End_Time,Duration_Minutes,Cause,Area
OUT00549,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Weather,Adyar
OUT00550,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,117,Equipment Failure,Adyar
OUT00551,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Weather,Velachery
OUT00552,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,124,Line Fault,Anna Nagar
OUT00553,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,50,Weather,Adyar
OUT00554,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Line Fault,Adyar
OUT00555,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,57,Weather,Velachery
OUT00556,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,47,Equipment Failure,Velachery
OUT00557,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Weather,Anna Nagar
OUT00558,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Weather,Adyar
OUT00559,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,96,Equipment Failure,Anna Nagar
OUT00560,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,36,Line Fault,Adyar
OUT00561,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Equipment Failure,Adyar
OUT00562,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Line Fault,Adyar
OUT00563,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Equipment Failure,Adyar
OUT00564,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Line Fault,Velachery
OUT00565,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,54,Equipment Failure,Anna Nagar
OUT00566,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,138,Equipment Failure,Velachery
OUT00567,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Weather,Anna Nagar
OUT00568,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Line Fault,Adyar
OUT00569,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,20,Line Fault,Velachery
OUT00570,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,101,Equipment Failure,Velachery
OUT00571,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Equipment Failure,Anna Nagar
OUT00572,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,68,Weather,Velachery
OUT00573,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,104,Weather,Velachery
OUT00574,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,155,Line Fault,Velachery
OUT00575,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,40,Equipment Failure,Adyar
OUT00576,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,48,Equipment Failure,Adyar
OUT00577,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Weather,Anna Nagar
OUT00578,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,77,Equipment Failure,Anna Nagar
OUT00579,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,41,Weather,Adyar
OUT00580,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,22,Line Fault,Adyar
OUT00581,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,80,Line Fault,Adyar
OUT00582,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,100,Weather,Adyar
OUT00583,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Weather,Anna Nagar
OUT00584,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Equipment Failure,Adyar
OUT00585,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,139,Line Fault,Adyar
OUT00586,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Equipment Failure,Adyar
OUT00587,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Weather,Adyar
OUT00588,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,58,Equipment Failure,Velachery
OUT00589,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,53,Equipment Failure,Anna Nagar
OUT00590,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Weather,Adyar
OUT00591,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,150,Weather,Velachery
OUT00592,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,56,Weather,Anna Nagar
OUT00593,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Line Fault,Adyar
OUT00594,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,68,Weather,Adyar
OUT00595,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,109,Line Fault,Adyar
OUT00596,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,114,Weather,Anna Nagar
OUT00597,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,53,Equipment Failure,Anna Nagar
OUT00598,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,68,Equipment Failure,Velachery
OUT00599,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Line Fault,Velachery
OUT00600,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Weather,Velachery
OUT00601,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,148,Line Fault,Anna Nagar
OUT00602,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Line Fault,Velachery
OUT00603,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,49,Weather,Adyar
OUT00604,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,67,Line Fault,Adyar
OUT00605,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,145,Equipment Failure,Adyar
OUT00606,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,26,Weather,Velachery
OUT00607,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,144,Line Fault,Velachery
OUT00608,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,69,Weather,Adyar
OUT00609,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Weather,Anna Nagar
OUT00610,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Weather,Velachery
OUT00611,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Equipment Failure,Anna Nagar
OUT00612,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,153,Equipment Failure,Adyar
OUT00613,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Weather,Adyar
OUT00614,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,16,Line Fault,Velachery
OUT00615,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,72,Line Fault,Velachery
OUT00616,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,99,Weather,Anna Nagar
OUT00617,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Equipment Failure,Adyar
OUT00618,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,95,Weather,Velachery
OUT00619,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,131,Weather,Adyar
OUT00620,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Weather,Adyar
OUT00621,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,76,Line Fault,Velachery
OUT00622,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,67,Line Fault,Anna Nagar
OUT00623,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,150,Weather,Velachery
OUT00624,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Line Fault,Anna Nagar
OUT00625,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,145,Equipment Failure,Adyar
OUT00626,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,173,Line Fault,Adyar
OUT00627,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,56,Weather,Anna Nagar
OUT00628,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Weather,Velachery
OUT00629,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Line Fault,Velachery
OUT00630,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Line Fault,Velachery
OUT00631,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,87,Line Fault,Anna Nagar
OUT00632,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,112,Equipment Failure,Anna Nagar
OUT00633,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,115,Line Fault,Velachery
OUT00634,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,96,Line Fault,Adyar
OUT00635,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,136,Line Fault,Adyar
OUT00636,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Line Fault,Velachery
OUT00637,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Weather,Anna Nagar
OUT00638,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Line Fault,Velachery
OUT00639,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,108,Weather,Velachery
OUT00640,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Weather,Anna Nagar
OUT00641,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,32,Weather,Anna Nagar
OUT00642,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,114,Equipment Failure,Velachery
OUT00643,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,67,Equipment Failure,Velachery
OUT00644,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,148,Equipment Failure,Anna Nagar
OUT00645,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Equipment Failure,Anna Nagar
OUT00646,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,94,Line Fault,Adyar
OUT00647,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Line Fault,Adyar
OUT00648,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,176,Equipment Failure,Velachery
OUT00649,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Line Fault,Adyar
OUT00650,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Weather,Anna Nagar
OUT00651,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,48,Weather,Velachery
OUT00652,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Weather,Velachery
OUT00653,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,38,Weather,Adyar
OUT00654,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Equipment Failure,Anna Nagar
OUT00655,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,109,Equipment Failure,Anna Nagar
OUT00656,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,43,Line Fault,Adyar
OUT00657,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,150,Line Fault,Adyar
OUT00658,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Weather,Anna Nagar
OUT00659,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,171,Weather,Adyar
OUT00660,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Equipment Failure,Velachery
OUT00661,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Line Fault,Anna Nagar
OUT00662,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,129,Equipment Failure,Anna Nagar
OUT00663,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Adyar
OUT00664,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,18,Line Fault,Velachery
OUT00665,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,174,Line Fault,Anna Nagar
OUT00666,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,38,Line Fault,Anna Nagar
OUT00667,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Weather,Anna Nagar
OUT00668,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,145,Weather,Anna Nagar
OUT00669,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Equipment Failure,Adyar
OUT00670,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,109,Weather,Velachery
OUT00671,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,95,Equipment Failure,Anna Nagar
OUT00672,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,127,Line Fault,Velachery
OUT00673,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,77,Weather,Anna Nagar
OUT00674,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Line Fault,Anna Nagar
OUT00675,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,165,Equipment Failure,Anna Nagar
OUT00676,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Equipment Failure,Adyar
OUT00677,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,147,Equipment Failure,Anna Nagar
OUT00678,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,54,Weather,Anna Nagar
OUT00679,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Line Fault,Anna Nagar
OUT00680,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,112,Equipment Failure,Velachery
OUT00681,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,88,Line Fault,Velachery
OUT00682,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,147,Equipment Failure,Anna Nagar
OUT00683,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,122,Line Fault,Adyar
OUT00684,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,97,Weather,Velachery
OUT00685,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Line Fault,Adyar
OUT00686,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,126,Line Fault,Anna Nagar
OUT00687,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,170,Weather,Velachery
OUT00688,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,136,Equipment Failure,Adyar
OUT00689,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Equipment Failure,Velachery
OUT00690,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,59,Weather,Velachery
OUT00691,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Weather,Velachery
OUT00692,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,156,Equipment Failure,Velachery
OUT00693,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,139,Line Fault,Adyar
OUT00694,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,170,Equipment Failure,Anna Nagar
OUT00695,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,163,Line Fault,Velachery
OUT00696,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,127,Weather,Anna Nagar
OUT00697,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,155,Equipment Failure,Anna Nagar
OUT00698,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Equipment Failure,Adyar
OUT00699,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Line Fault,Adyar
OUT00700,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,95,Line Fault,Velachery
OUT00701,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Weather,Anna Nagar
OUT00702,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Line Fault,Adyar
OUT00703,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,43,Equipment Failure,Anna Nagar
OUT00704,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,76,Weather,Adyar
OUT00705,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Line Fault,Velachery
OUT00706,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Line Fault,Velachery
OUT00707,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,98,Line Fault,Adyar
OUT00708,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Line Fault,Velachery
OUT00709,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,52,Equipment Failure,Velachery
OUT00710,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,69,Equipment Failure,Adyar
OUT00711,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,169,Weather,Adyar
OUT00712,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Weather,Anna Nagar
OUT00713,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,87,Equipment Failure,Velachery
OUT00714,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Line Fault,Adyar
OUT00715,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,45,Line Fault,Adyar
OUT00716,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,59,Weather,Velachery
OUT00717,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,173,Weather,Anna Nagar
OUT00718,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,105,Equipment Failure,Velachery
OUT00719,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,95,Line Fault,Adyar
OUT00720,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,176,Line Fault,Velachery
OUT00721,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,117,Equipment Failure,Adyar
OUT00722,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,131,Weather,Velachery
OUT00723,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,129,Line Fault,Anna Nagar
OUT00724,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,94,Weather,Velachery
OUT00725,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Weather,Adyar
OUT00726,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,36,Weather,Adyar
OUT00727,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Equipment Failure,Anna Nagar
OUT00728,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,95,Line Fault,Adyar
OUT00729,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Equipment Failure,Anna Nagar
OUT00730,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Line Fault,Adyar
OUT00731,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Equipment Failure,Velachery
OUT00732,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Line Fault,Anna Nagar
OUT00733,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,162,Equipment Failure,Velachery
OUT00734,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,15,Equipment Failure,Adyar
OUT00735,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Line Fault,Anna Nagar
OUT00736,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Adyar
OUT00737,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,139,Line Fault,Anna Nagar
OUT00738,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,148,Weather,Velachery
OUT00739,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,37,Weather,Adyar
OUT00740,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Equipment Failure,Adyar
OUT00741,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,40,Weather,Velachery
OUT00742,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,146,Line Fault,Adyar
OUT00743,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,111,Weather,Adyar
OUT00744,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,154,Weather,Adyar
OUT00745,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,170,Line Fault,Anna Nagar
OUT00746,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Line Fault,Adyar
OUT00747,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,41,Weather,Anna Nagar
OUT00748,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Equipment Failure,Velachery
OUT00749,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,67,Line Fault,Adyar
OUT00750,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,135,Line Fault,Anna Nagar
OUT00751,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Weather,Anna Nagar
OUT00752,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Line Fault,Anna Nagar
OUT00753,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Equipment Failure,Adyar
OUT00754,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,177,Weather,Adyar
OUT00755,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Equipment Failure,Adyar
OUT00756,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Equipment Failure,Velachery
OUT00757,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,61,Weather,Velachery
OUT00758,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,43,Line Fault,Adyar
OUT00759,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Line Fault,Velachery
OUT00760,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Equipment Failure,Velachery
OUT00761,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,147,Line Fault,Adyar
OUT00762,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Velachery
OUT00763,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Equipment Failure,Anna Nagar
OUT00764,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Line Fault,Adyar
OUT00765,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,31,Weather,Velachery
OUT00766,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,30,Line Fault,Adyar
OUT00767,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,123,Equipment Failure,Anna Nagar
OUT00768,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,135,Equipment Failure,Velachery
OUT00769,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Line Fault,Anna Nagar
OUT00770,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Equipment Failure,Adyar
OUT00771,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,84,Equipment Failure,Anna Nagar
OUT00772,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,66,Weather,Velachery
OUT00773,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Velachery
OUT00774,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,22,Line Fault,Adyar
OUT00775,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,111,Equipment Failure,Adyar
OUT00776,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,151,Equipment Failure,Velachery
OUT00777,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,18,Equipment Failure,Velachery
OUT00778,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,173,Weather,Velachery
OUT00779,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Weather,Velachery
OUT00780,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,43,Weather,Anna Nagar
OUT00781,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Equipment Failure,Velachery
OUT00782,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,56,Weather,Anna Nagar
OUT00783,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,41,Line Fault,Velachery
OUT00784,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,52,Equipment Failure,Anna Nagar
OUT00785,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Equipment Failure,Adyar
OUT00786,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,152,Weather,Anna Nagar
OUT00787,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Equipment Failure,Adyar
OUT00788,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,58,Weather,Velachery
OUT00789,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,59,Line Fault,Adyar
OUT00790,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,170,Equipment Failure,Velachery
OUT00791,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Equipment Failure,Adyar
OUT00792,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,61,Line Fault,Velachery
OUT00793,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,104,Line Fault,Anna Nagar
OUT00794,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,108,Weather,Velachery
OUT00795,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Line Fault,Velachery
OUT00796,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,144,Weather,Anna Nagar
OUT00797,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Equipment Failure,Anna Nagar
OUT00798,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,176,Equipment Failure,Adyar
OUT00799,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,124,Weather,Velachery
OUT00800,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Line Fault,Velachery
OUT00801,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Weather,Anna Nagar
OUT00802,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Weather,Anna Nagar
OUT00803,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Line Fault,Velachery
OUT00804,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Line Fault,Adyar
OUT00805,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,154,Weather,Adyar
OUT00806,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Line Fault,Adyar
OUT00807,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,100,Equipment Failure,Anna Nagar
OUT00808,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Equipment Failure,Velachery
OUT00809,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Weather,Adyar
OUT00810,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,168,Weather,Anna Nagar
OUT00811,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,160,Equipment Failure,Velachery
OUT00812,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,153,Weather,Anna Nagar
OUT00813,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Equipment Failure,Velachery
OUT00814,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,69,Line Fault,Adyar
OUT00815,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,129,Equipment Failure,Anna Nagar
OUT00816,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,21,Equipment Failure,Anna Nagar
OUT00817,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,161,Weather,Anna Nagar
OUT00818,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,111,Line Fault,Velachery
OUT00819,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,173,Weather,Velachery
OUT00820,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Weather,Adyar
OUT00821,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Equipment Failure,Velachery
OUT00822,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,146,Line Fault,Adyar
