Load_ID,Transformer_ID,Date_Time,Load_KW,Voltage,Temperature,Utilization_Percentage
LD006442,TX0060,2026-04-01 12:00:00,253.16,428.1,83.8,82.19
LD006443,TX0038,2026-04-01 12:00:00,287.8,424.6,62.2,60.25
LD006444,TX0097,2026-04-01 12:00:00,371.85,409.9,50.8,42.63
LD006445,TX0100,2026-04-01 12:00:00,387.73,404.5,60.2,42.83
LD006446,TX0088,2026-04-01 12:00:00,249.24,404.8,46.9,79.92
LD006447,TX0042,2026-04-01 12:00:00,251.85,425.7,63.9,64.07
LD006448,TX0017,2026-04-01 12:00:00,338.71,422.1,84.6,62.11
LD006449,TX0054,2026-04-01 12:00:00,45.69,429.6,72.9,78.56
LD006450,TX0011,2026-04-01 12:00:00,109.43,426.8,60.3,51.4
LD006451,TX0098,2026-04-01 12:00:00,103.08,427.8,81.2,66.96
LD006452,TX0018,2026-04-01 12:00:00,65.99,420.5,56.9,57.25
LD006453,TX0085,2026-04-01 12:00:00,169.52,408.7,65.4,63.39
LD006454,TX0019,2026-04-01 12:00:00,310.73,414.4,77.9,65.55
LD006455,TX0099,2026-04-01 12:00:00,254.36,401.0,72.9,52.03
LD006456,TX0083,2026-04-01 12:00:00,136.34,419.2,47.0,47.38
LD006457,TX0052,2026-04-01 12:00:00,361.02,407.0,80.6,43.46
LD006458,TX0039,2026-04-01 12:00:00,152.46,427.7,70.1,93.34
LD006459,TX0060,2026-04-01 12:00:00,228.38,410.3,84.5,88.27
LD006460,TX0098,2026-04-01 12:00:00,55.51,414.5,81.3,56.23
LD006461,TX0067,2026-04-01 12:00:00,342.73,413.1,63.6,41.87
LD006462,TX0061,2026-04-01 12:00:00,391.83,414.1,75.6,64.54
LD006463,TX0040,2026-04-01 12:00:00,360.84,427.4,75.1,94.97
LD006464,TX0026,2026-04-01 12:00:00,187.1,415.7,46.5,67.09
LD006465,TX0062,2026-04-01 12:00:00,96.49,419.6,66.0,94.63
LD006466,TX0040,2026-04-01 12:00:00,148.95,421.8,62.4,76.1
LD006467,TX0091,2026-04-01 12:00:00,369.84,423.6,54.8,60.37
LD006468,TX0067,2026-04-01 12:00:00,390.63,404.5,47.2,45.85
LD006469,TX0071,2026-04-01 12:00:00,61.56,401.4,69.7,79.33
LD006470,TX0003,2026-04-01 12:00:00,87.63,410.1,61.9,80.03
LD006471,TX0085,2026-04-01 12:00:00,335.58,402.9,45.9,45.75
LD006472,TX0018,2026-04-01 12:00:00,101.86,422.0,84.3,82.88
LD006473,TX0044,2026-04-01 12:00:00,179.26,425.7,84.8,40.4
LD006474,TX0091,2026-04-01 12:00:00,53.13,417.7,81.7,44.09
LD006475,TX0074,2026-04-01 12:00:00,114.7,410.3,57.4,86.23
LD006476,TX0003,2026-04-01 12:00:00,103.75,409.0,72.4,69.94
LD006477,TX0089,2026-04-01 12:00:00,333.89,415.5,77.1,72.84
LD006478,TX0095,2026-04-01 12:00:00,61.52,426.3,51.3,86.34
LD006479,TX0097,2026-04-01 12:00:00,254.53,404.7,64.4,47.58
LD006480,TX0020,2026-04-01 12:00:00,250.35,423.9,74.5,75.54
LD006481,TX0076,2026-04-01 12:00:00,381.68,406.8,56.9,77.57
LD006482,TX0030,2026-04-01 12:00:00,75.95,406.6,48.9,49.74
LD006483,TX0098,2026-04-01 12:00:00,271.07,405.6,67.0,73.24
LD006484,TX0098,2026-04-01 12:00:00,313.57,404.5,61.4,88.57
LD006485,TX0073,2026-04-01 12:00:00,42.94,402.3,63.1,69.52
LD006486,TX0069,2026-04-01 12:00:00,273.14,426.7,78.1,66.58
LD006487,TX0088,2026-04-01 12:00:00,81.31,403.3,61.2,92.76
LD006488,TX0053,2026-04-01 12:00:00,266.86,407.1,68.3,89.9
LD006489,TX0069,2026-04-01 12:00:00,143.24,423.5,80.1,63.22
LD006490,TX0007,2026-04-01 12:00:00,79.43,402.6,70.8,49.15
LD006491,TX0033,2026-04-01 12:00:00,204.08,405.7,74.3,65.77
LD006492,TX0060,2026-04-01 12:00:00,264.38,406.9,70.7,57.82
LD006493,TX0048,2026-04-01 12:00:00,154.1,419.5,60.4,58.13
LD006494,TX0071,2026-04-01 12:00:00,229.85,422.6,49.4,77.63
LD006495,TX0013,2026-04-01 12:00:00,172.96,420.3,60.4,64.72
LD006496,TX0068,2026-04-01 12:00:00,378.17,415.3,69.3,90.85
LD006497,TX0082,2026-04-01 12:00:00,254.53,429.9,46.2,66.12
LD006498,TX0043,2026-04-01 12:00:00,156.92,421.1,77.3,50.53
LD006499,TX0027,2026-04-01 12:00:00,118.17,408.2,80.5,60.83
LD006500,TX0028,2026-04-01 12:00:00,247.9,425.7,46.3,58.58
LD006501,TX0050,2026-04-01 12:00:00,392.96,416.2,67.2,73.28
LD006502,TX0024,2026-04-01 12:00:00,212.48,424.8,82.7,51.83
LD006503,TX0078,2026-04-01 12:00:00,368.21,400.2,63.9,60.07
LD006504,TX0076,2026-04-01 12:00:00,230.87,422.8,80.0,76.37
LD006505,TX0009,2026-04-01 12:00:00,329.46,418.1,52.8,58.85
LD006506,TX0077,2026-04-01 12:00:00,252.3,422.2,48.4,90.3
LD006507,TX0091,2026-04-01 12:00:00,250.5,421.6,79.0,42.66
LD006508,TX0072,2026-04-01 12:00:00,191.7,404.3,63.9,83.2
LD006509,TX0074,2026-04-01 12:00:00,287.27,424.5,58.5,48.62
LD006510,TX0063,2026-04-01 12:00:00,217.82,400.7,67.0,79.25
LD006511,TX0069,2026-04-01 12:00:00,344.19,413.7,74.3,89.68
LD006512,TX0044,2026-04-01 12:00:00,372.06,407.7,64.4,40.32
LD006513,TX0097,2026-04-01 12:00:00,216.88,417.6,58.9,54.9
LD006514,TX0051,2026-04-01 12:00:00,134.72,422.3,81.0,85.1
LD006515,TX0076,2026-04-01 12:00:00,201.9,427.5,69.9,89.62
LD006516,TX0096,2026-04-01 12:00:00,293.51,402.5,69.7,58.24
LD006517,TX0050,2026-04-01 12:00:00,220.97,417.5,68.8,65.54
LD006518,TX0064,2026-04-01 12:00:00,182.67,410.7,59.1,94.18
LD006519,TX0004,2026-04-01 12:00:00,49.69,407.6,83.2,79.5
LD006520,TX0009,2026-04-01 12:00:00,106.13,402.5,83.0,62.39
LD006521,TX0073,2026-04-01 12:00:00,342.72,406.8,73.3,53.15
LD006522,TX0009,2026-04-01 12:00:00,315.14,413.9,60.9,43.91
LD006523,TX0051,2026-04-01 12:00:00,70.14,400.2,56.3,93.17
LD006524,TX0051,2026-04-01 12:00:00,78.23,417.6,83.6,53.57
LD006525,TX0071,2026-04-01 12:00:00,376.18,403.1,60.2,70.03
LD006526,TX0038,2026-04-01 12:00:00,327.09,417.3,58.6,69.28
LD006527,TX0061,2026-04-01 12:00:00,186.2,411.3,82.8,63.35
LD006528,TX0002,2026-04-01 12:00:00,390.16,423.2,55.8,83.6
LD006529,TX0058,2026-04-01 12:00:00,390.29,413.2,56.5,89.68
LD006530,TX0074,2026-04-01 12:00:00,399.18,428.3,61.1,56.85
LD006531,TX0088,2026-04-01 12:00:00,176.73,409.8,82.9,92.32
LD006532,TX0039,2026-04-01 12:00:00,231.82,416.3,51.5,92.73
LD006533,TX0012,2026-04-01 12:00:00,274.37,422.0,69.7,51.95
LD006534,TX0043,2026-04-01 12:00:00,334.65,406.6,70.2,58.15
LD006535,TX0036,2026-04-01 12:00:00,109.94,400.5,74.2,82.98
LD006536,TX0067,2026-04-01 12:00:00,157.81,423.6,56.0,83.77
LD006537,TX0003,2026-04-01 12:00:00,168.68,408.8,57.0,91.55
LD006538,TX0016,2026-04-01 12:00:00,340.47,404.8,54.8,85.6
LD006539,TX0042,2026-04-01 12:00:00,211.99,417.8,64.5,61.26
LD006540,TX0087,2026-04-01 12:00:00,248.39,411.2,62.5,71.49
LD006541,TX0001,2026-04-01 12:00:00,321.55,408.0,70.3,54.76
LD006542,TX0030,2026-04-01 12:00:00,269.46,421.2,73.5,65.99
LD006543,TX0096,2026-04-01 12:00:00,368.98,429.0,77.5,80.9
LD006544,TX0098,2026-04-01 12:00:00,95.35,415.8,63.1,56.66
LD006545,TX0099,2026-04-01 12:00:00,209.76,423.3,69.9,93.95
LD006546,TX0030,2026-04-01 12:00:00,179.64,425.2,53.9,59.01
LD006547,TX0028,2026-04-01 12:00:00,333.73,414.5,72.8,59.18
LD006548,TX0096,2026-04-01 12:00:00,213.66,415.2,84.4,93.24
LD006549,TX0041,2026-04-01 12:00:00,371.64,421.5,78.3,79.33
LD006550,TX0020,2026-04-01 12:00:00,140.99,427.8,59.9,50.31
LD006551,TX0068,2026-04-01 12:00:00,128.71,424.5,64.4,81.55
LD006552,TX0032,2026-04-01 12:00:00,251.13,423.5,50.0,59.25
LD006553,TX0080,2026-04-01 12:00:00,57.88,423.3,64.7,83.6
LD006554,TX0035,2026-04-01 12:00:00,277.6,414.1,64.2,48.34
LD006555,TX0078,2026-04-01 12:00:00,316.0,425.8,62.3,63.53
LD006556,TX0020,2026-04-01 12:00:00,134.51,410.7,61.3,68.66
LD006557,TX0036,2026-04-01 12:00:00,168.38,418.2,45.5,92.01
LD006558,TX0038,2026-04-01 12:00:00,279.46,404.1,49.2,53.15
LD006559,TX0028,2026-04-01 12:00:00,240.65,419.5,53.8,93.29
LD006560,TX0014,2026-04-01 12:00:00,265.98,422.5,60.5,57.89
LD006561,TX0067,2026-04-01 12:00:00,241.68,412.3,70.7,73.74
LD006562,TX0088,2026-04-01 12:00:00,219.17,415.4,49.2,50.34
LD006563,TX0028,2026-04-01 12:00:00,50.86,400.5,76.5,93.49
LD006564,TX0071,2026-04-01 12:00:00,174.01,427.1,63.2,65.25
LD006565,TX0079,2026-04-01 12:00:00,257.37,424.4,49.4,45.96
LD006566,TX0025,2026-04-01 12:00:00,327.78,422.0,74.1,88.68
LD006567,TX0007,2026-04-01 12:00:00,350.54,402.0,45.1,63.75
LD006568,TX0024,2026-04-01 12:00:00,170.23,406.6,78.9,77.58
LD006569,TX0055,2026-04-01 12:00:00,291.8,429.7,80.5,43.74
LD006570,TX0075,2026-04-01 12:00:00,69.69,413.8,71.0,88.77
LD006571,TX0064,2026-04-01 12:00:00,170.38,426.3,78.8,52.11
LD006572,TX0100,2026-04-01 12:00:00,97.31,420.3,59.7,62.64
LD006573,TX0079,2026-04-01 12:00:00,209.21,424.3,81.3,43.27
LD006574,TX0010,2026-04-01 12:00:00,270.53,418.3,50.4,92.12
LD006575,TX0093,2026-04-01 12:00:00,378.79,405.7,62.1,46.95
LD006576,TX0012,2026-04-01 12:00:00,344.01,415.4,60.1,73.87
LD006577,TX0088,2026-04-01 12:00:00,99.13,425.2,79.3,78.79
LD006578,TX0071,2026-04-01 12:00:00,314.69,427.3,46.8,56.58
LD006579,TX0029,2026-04-01 12:00:00,248.04,421.2,64.0,77.9
LD006580,TX0058,2026-04-01 12:00:00,334.96,420.1,67.4,77.97
LD006581,TX0085,2026-04-01 12:00:00,211.66,418.9,69.9,73.17
LD006582,TX0092,2026-04-01 12:00:00,112.6,417.0,57.1,63.17
LD006583,TX0029,2026-04-01 12:00:00,67.9,426.7,83.2,46.82
LD006584,TX0050,2026-04-01 12:00:00,135.87,423.1,81.7,73.14
LD006585,TX0048,2026-04-01 12:00:00,109.89,421.5,63.7,43.13
LD006586,TX0037,2026-04-01 12:00:00,259.63,412.3,79.8,49.79
LD006587,TX0019,2026-04-01 12:00:00,272.06,413.9,60.6,87.39
LD006588,TX0094,2026-04-01 12:00:00,199.08,413.1,48.9,42.61
LD006589,TX0025,2026-04-01 12:00:00,203.8,430.0,51.8,55.99
LD006590,TX0030,2026-04-01 12:00:00,351.81,427.6,76.0,65.93
LD006591,TX0056,2026-04-01 12:00:00,91.91,403.2,55.6,75.1
LD006592,TX0050,2026-04-01 12:00:00,79.06,414.1,79.4,91.1
LD006593,TX0031,2026-04-01 12:00:00,65.96,408.0,81.0,87.52
LD006594,TX0023,2026-04-01 12:00:00,211.29,409.0,53.7,68.05
LD006595,TX0035,2026-04-01 12:00:00,321.13,400.5,45.3,70.76
LD006596,TX0010,2026-04-01 12:00:00,281.07,404.0,61.2,80.81
LD006597,TX0057,2026-04-01 12:00:00,71.75,417.7,45.3,68.43
LD006598,TX0058,2026-04-01 12:00:00,221.51,419.8,55.0,80.92
LD006599,TX0008,2026-04-01 12:00:00,54.74,428.6,65.0,85.22
LD006600,TX0048,2026-04-01 12:00:00,85.84,424.8,63.2,58.82
LD006601,TX0052,2026-04-01 12:00:00,115.32,407.5,70.4,49.46
LD006602,TX0006,2026-04-01 12:00:00,194.25,416.0,46.1,56.77
LD006603,TX0066,2026-04-01 12:00:00,171.86,405.9,63.9,61.27
LD006604,TX0056,2026-04-01 12:00:00,285.15,414.0,61.7,91.16
LD006605,TX0100,2026-04-01 12:00:00,313.88,423.0,54.7,43.5
LD006606,TX0015,2026-04-01 12:00:00,366.61,422.8,72.5,86.53
LD006607,TX0037,2026-04-01 12:00:00,258.59,423.2,58.0,69.16
LD006608,TX0025,2026-04-01 12:00:00,133.49,406.2,64.8,45.74
LD006609,TX0054,2026-04-01 12:00:00,223.78,412.7,52.7,51.5
LD006610,TX0058,2026-04-01 12:00:00,270.14,421.1,52.2,55.27
LD006611,TX0079,2026-04-01 12:00:00,106.15,403.1,67.8,63.67
LD006612,TX0008,2026-04-01 12:00:00,190.01,410.0,48.6,93.78
LD006613,TX0007,2026-04-01 12:00:00,154.93,418.2,82.0,45.25
LD006614,TX0074,2026-04-01 12:00:00,272.47,415.4,84.0,40.79
LD006615,TX0016,2026-04-01 12:00:00,73.14,402.2,50.4,62.93
LD006616,TX0099,2026-04-01 12:00:00,335.48,421.5,52.0,40.6
LD006617,TX0087,2026-04-01 12:00:00,74.43,411.2,65.6,45.25
LD006618,TX0098,2026-04-01 12:00:00,339.46,428.0,55.9,61.03
LD006619,TX0003,2026-04-01 12:00:00,89.92,408.3,55.4,73.52
LD006620,TX0002,2026-04-01 12:00:00,318.83,429.4,72.2,64.02
LD006621,TX0030,2026-04-01 12:00:00,351.75,426.3,76.0,58.84
LD006622,TX0029,2026-04-01 12:00:00,248.13,422.2,64.6,78.15
LD006623,TX0057,2026-04-01 12:00:00,365.78,406.6,55.3,68.18
LD006624,TX0064,2026-04-01 12:00:00,145.33,420.1,81.0,48.39
LD006625,TX0060,2026-04-01 12:00:00,160.7,404.6,73.1,62.62
LD006626,TX0044,2026-04-01 12:00:00,175.28,418.1,71.7,91.88
LD006627,TX0009,2026-04-01 12:00:00,386.48,420.9,70.2,70.29
LD006628,TX0035,2026-04-01 12:00:00,65.45,409.9,80.6,57.21
LD006629,TX0024,2026-04-01 12:00:00,42.85,429.8,52.2,53.27
LD006630,TX0060,2026-04-01 12:00:00,58.71,402.6,69.1,56.4
LD006631,TX0066,2026-04-01 12:00:00,216.14,418.0,65.3,83.74
LD006632,TX0002,2026-04-01 12:00:00,119.34,421.6,64.9,71.95
LD006633,TX0019,2026-04-01 12:00:00,215.36,404.3,49.9,50.27
LD006634,TX0011,2026-04-01 12:00:00,231.59,427.0,52.1,49.77
LD006635,TX0088,2026-04-01 12:00:00,214.44,416.9,66.7,48.45
LD006636,TX0016,2026-04-01 12:00:00,201.39,428.9,55.5,83.61
LD006637,TX0032,2026-04-01 12:00:00,181.54,413.9,82.8,83.32
LD006638,TX0058,2026-04-01 12:00:00,156.3,428.3,52.9,55.05
LD006639,TX0089,2026-04-01 12:00:00,156.33,417.1,67.1,58.4
LD006640,TX0053,2026-04-01 12:00:00,115.94,406.6,61.8,83.55
LD006641,TX0051,2026-04-01 12:00:00,182.99,413.2,67.4,87.7
LD006642,TX0058,2026-04-01 12:00:00,237.54,413.4,64.3,53.32
LD006643,TX0071,2026-04-01 12:00:00,378.23,426.5,55.2,54.33
LD006644,TX0018,2026-04-01 12:00:00,301.04,415.7,83.0,60.17
LD006645,TX0008,2026-04-01 12:00:00,367.86,424.4,50.0,84.04
LD006646,TX0044,2026-04-01 12:00:00,118.65,424.6,49.1,43.76
LD006647,TX0032,2026-04-01 12:00:00,129.42,415.2,83.0,86.23
LD006648,TX0004,2026-04-01 12:00:00,149.33,403.0,62.0,83.87
LD006649,TX0085,2026-04-01 12:00:00,388.2,424.2,62.7,61.0
LD006650,TX0077,2026-04-01 12:00:00,230.0,428.2,54.3,54.31
LD006651,TX0097,2026-04-01 12:00:00,336.02,429.3,65.9,55.54
LD006652,TX0088,2026-04-01 12:00:00,332.92,407.8,54.1,78.6
LD006653,TX0050,2026-04-01 12:00:00,358.78,404.3,83.0,71.39
LD006654,TX0006,2026-04-01 12:00:00,114.08,404.4,49.0,67.31
LD006655,TX0085,2026-04-01 12:00:00,226.37,420.5,59.3,81.43
LD006656,TX0031,2026-04-01 12:00:00,253.31,428.3,65.4,57.92
LD006657,TX0044,2026-04-01 12:00:00,224.86,402.5,79.7,79.71
LD006658,TX0058,2026-04-01 12:00:00,347.44,413.9,46.4,71.35
LD006659,TX0073,2026-04-01 12:00:00,377.46,421.5,67.3,45.45
LD006660,TX0034,2026-04-01 12:00:00,119.63,424.3,50.2,90.62
LD006661,TX0065,2026-04-01 12:00:00,60.84,413.7,48.8,84.99
LD006662,TX0019,2026-04-01 12:00:00,304.88,400.1,82.7,48.87
LD006663,TX0002,2026-04-01 12:00:00,223.42,403.9,46.2,45.0
LD006664,TX0084,2026-04-01 12:00:00,377.95,402.4,55.6,55.7
LD006665,TX0055,2026-04-01 12:00:00,295.35,416.0,82.6,42.17
LD006666,TX0069,2026-04-01 12:00:00,152.46,421.5,60.0,89.31
LD006667,TX0036,2026-04-01 12:00:00,231.25,422.3,59.7,82.04
LD006668,TX0081,2026-04-01 12:00:00,363.48,409.9,57.4,90.56
LD006669,TX0061,2026-04-01 12:00:00,345.39,406.7,55.0,53.98
LD006670,TX0012,2026-04-01 12:00:00,208.19,414.6,52.6,42.6
LD006671,TX0086,2026-04-01 12:00:00,119.85,414.9,54.6,46.32
LD006672,TX0089,2026-04-01 12:00:00,78.29,426.1,46.3,46.18
LD006673,TX0060,2026-04-01 12:00:00,101.81,425.7,59.2,40.67
LD006674,TX0030,2026-04-01 12:00:00,199.17,405.0,47.0,48.29
LD006675,TX0073,2026-04-01 12:00:00,297.97,402.1,69.7,53.81
LD006676,TX0049,2026-04-01 12:00:00,101.83,413.3,76.8,72.17
LD006677,TX0083,2026-04-01 12:00:00,285.76,417.5,51.2,94.44
LD006678,TX0047,2026-04-01 12:00:00,149.67,428.1,77.1,88.12
LD006679,TX0058,2026-04-01 12:00:00,265.31,426.5,47.1,55.3
LD006680,TX0007,2026-04-01 12:00:00,215.04,424.4,62.0,91.09
LD006681,TX0022,2026-04-01 12:00:00,354.26,428.5,78.8,90.48
LD006682,TX0085,2026-04-01 12:00:00,372.85,421.1,73.2,73.7
LD006683,TX0092,2026-04-01 12:00:00,178.59,404.8,60.9,79.09
LD006684,TX0090,2026-04-01 12:00:00,173.01,426.6,73.5,47.73
LD006685,TX0100,2026-04-01 12:00:00,260.65,421.0,48.5,75.34
LD006686,TX0026,2026-04-01 12:00:00,145.57,423.1,52.6,88.64
LD006687,TX0090,2026-04-01 12:00:00,250.88,416.5,75.4,62.34
LD006688,TX0035,2026-04-01 12:00:00,188.21,424.5,64.3,63.53
LD006689,TX0018,2026-04-01 12:00:00,211.55,403.0,58.1,40.78
LD006690,TX0082,2026-04-01 12:00:00,324.79,421.1,48.5,84.9
LD006691,TX0064,2026-04-01 12:00:00,79.85,413.0,60.6,73.18
LD006692,TX0081,2026-04-01 12:00:00,93.55,405.8,57.3,84.98
LD006693,TX0026,2026-04-01 12:00:00,81.34,412.1,50.3,57.22
LD006694,TX0098,2026-04-01 12:00:00,263.85,425.8,65.6,50.31
LD006695,TX0051,2026-04-01 12:00:00,352.35,406.9,51.0,83.41
LD006696,TX0046,2026-04-01 12:00:00,364.72,419.2,80.6,65.36
LD006697,TX0099,2026-04-01 12:00:00,228.33,422.9,84.8,64.14
LD006698,TX0009,2026-04-01 12:00:00,273.41,409.9,51.2,91.56
LD006699,TX0050,2026-04-01 12:00:00,288.53,407.9,50.3,76.36
LD006700,TX0016,2026-04-01 12:00:00,205.96,420.7,64.3,70.31
LD006701,TX0052,2026-04-01 12:00:00,274.83,402.7,84.1,77.71
LD006702,TX0085,2026-04-01 12:00:00,167.37,416.7,62.9,59.61
LD006703,TX0081,2026-04-01 12:00:00,265.88,426.3,61.2,66.05
LD006704,TX0064,2026-04-01 12:00:00,218.67,418.1,83.2,51.31
LD006705,TX0078,2026-04-01 12:00:00,97.92,411.3,63.1,82.28
LD006706,TX0061,2026-04-01 12:00:00,344.2,423.1,76.9,52.56
LD006707,TX0001,2026-04-01 12:00:00,135.72,411.0,62.5,73.53
LD006708,TX0052,2026-04-01 12:00:00,77.56,407.5,73.0,77.98
LD006709,TX0041,2026-04-01 12:00:00,339.08,402.6,81.8,71.56
LD006710,TX0043,2026-04-01 12:00:00,351.32,426.1,71.0,59.15
LD006711,TX0085,2026-04-01 12:00:00,57.33,419.3,83.8,89.97
LD006712,TX0068,2026-04-01 12:00:00,377.39,414.2,74.3,92.42
LD006713,TX0099,2026-04-01 12:00:00,65.23,419.3,47.5,85.4
LD006714,TX0082,2026-04-01 12:00:00,115.16,404.8,46.6,83.31
LD006715,TX0010,2026-04-01 12:00:00,42.27,400.8,50.8,66.64
LD006716,TX0029,2026-04-01 12:00:00,45.27,424.2,50.7,52.52
LD006717,TX0002,2026-04-01 12:00:00,70.58,427.1,46.1,41.2
LD006718,TX0072,2026-04-01 12:00:00,358.75,403.0,60.0,85.99
LD006719,TX0059,2026-04-01 12:00:00,60.56,412.8,84.7,81.09
LD006720,TX0098,2026-04-01 12:00:00,308.15,427.1,68.4,57.65
LD006721,TX0075,2026-04-01 12:00:00,245.57,424.3,74.6,60.88
LD006722,TX0074,2026-04-01 12:00:00,323.54,412.1,63.1,51.49
LD006723,TX0033,2026-04-01 12:00:00,339.63,402.9,52.1,73.83
LD006724,TX0049,2026-04-01 12:00:00,192.05,409.7,59.0,60.7
LD006725,TX0004,2026-04-01 12:00:00,94.82,424.4,53.9,61.26
LD006726,TX0089,2026-04-01 12:00:00,40.53,407.1,67.1,63.67
LD006727,TX0052,2026-04-01 12:00:00,359.81,427.9,63.7,77.12
LD006728,TX0055,2026-04-01 12:00:00,236.0,410.9,79.1,83.97
LD006729,TX0086,2026-04-01 12:00:00,225.05,425.6,53.5,53.63
LD006730,TX0069,2026-04-01 12:00:00,306.72,412.8,67.9,51.66
LD006731,TX0048,2026-04-01 12:00:00,157.99,416.0,45.8,62.64
LD006732,TX0045,2026-04-01 12:00:00,397.67,423.9,77.0,69.65
LD006733,TX0028,2026-04-01 12:00:00,244.52,409.5,67.4,72.92
LD006734,TX0061,2026-04-01 12:00:00,65.59,400.3,47.6,51.08
LD006735,TX0046,2026-04-01 12:00:00,102.24,405.2,77.6,81.58
LD006736,TX0076,2026-04-01 12:00:00,147.56,411.3,47.5,48.48
LD006737,TX0046,2026-04-01 12:00:00,95.86,428.7,62.2,77.03
LD006738,TX0068,2026-04-01 12:00:00,366.98,427.8,79.6,78.43
LD006739,TX0040,2026-04-01 12:00:00,204.87,428.8,47.3,44.77
LD006740,TX0083,2026-04-01 12:00:00,190.71,426.5,55.1,40.32
LD006741,TX0089,2026-04-01 12:00:00,311.57,422.8,57.3,49.88
LD006742,TX0018,2026-04-01 12:00:00,336.75,400.4,67.1,80.58
LD006743,TX0096,2026-04-01 12:00:00,134.4,413.2,64.6,59.61
LD006744,TX0081,2026-04-01 12:00:00,57.02,429.0,78.8,81.82
LD006745,TX0016,2026-04-01 12:00:00,91.21,403.3,80.9,86.41
LD006746,TX0053,2026-04-01 12:00:00,349.7,421.9,59.0,74.73
LD006747,TX0018,2026-04-01 12:00:00,190.04,422.3,81.0,53.18
LD006748,TX0036,2026-04-01 12:00:00,120.67,406.4,60.7,83.27
LD006749,TX0057,2026-04-01 12:00:00,395.26,427.8,76.2,48.38
LD006750,TX0098,2026-04-01 12:00:00,118.58,406.4,68.4,94.34
LD006751,TX0034,2026-04-01 12:00:00,329.2,428.3,77.6,80.49
LD006752,TX0063,2026-04-01 12:00:00,399.9,418.0,69.3,48.79
LD006753,TX0093,2026-04-01 12:00:00,90.62,400.2,76.9,58.0
LD006754,TX0048,2026-04-01 12:00:00,284.9,418.3,68.2,55.96
LD006755,TX0053,2026-04-01 12:00:00,340.27,416.7,49.7,80.94
LD006756,TX0025,2026-04-01 12:00:00,371.45,419.7,76.6,93.0
LD006757,TX0074,2026-04-01 12:00:00,146.4,415.7,72.7,42.16
LD006758,TX0063,2026-04-01 12:00:00,68.4,417.8,76.1,58.2
LD006759,TX0009,2026-04-01 12:00:00,53.82,417.8,48.9,65.76
LD006760,TX0082,2026-04-01 12:00:00,168.81,424.9,72.6,67.15
LD006761,TX0023,2026-04-01 12:00:00,94.87,419.8,76.0,84.45
LD006762,TX0070,2026-04-01 12:00:00,170.88,408.3,59.8,65.83
LD006763,TX0037,2026-04-01 12:00:00,363.18,401.5,83.1,89.28
LD006764,TX0022,2026-04-01 12:00:00,123.74,412.1,72.1,71.83
LD006765,TX0092,2026-04-01 12:00:00,249.83,419.6,47.4,60.72
LD006766,TX0072,2026-04-01 12:00:00,391.81,406.7,71.7,44.59
LD006767,TX0075,2026-04-01 12:00:00,176.73,429.2,45.6,71.34
LD006768,TX0100,2026-04-01 12:00:00,117.14,429.6,51.6,65.04
LD006769,TX0008,2026-04-01 12:00:00,380.8,413.7,60.5,75.84
LD006770,TX0009,2026-04-01 12:00:00,248.93,428.9,58.2,62.24
LD006771,TX0026,2026-04-01 12:00:00,59.67,422.3,73.8,65.66
LD006772,TX0047,2026-04-01 12:00:00,86.51,419.7,57.0,77.67
LD006773,TX0049,2026-04-01 12:00:00,249.11,422.8,76.2,92.43
LD006774,TX0030,2026-04-01 12:00:00,214.01,420.5,56.0,77.52
LD006775,TX0044,2026-04-01 12:00:00,201.3,424.9,67.1,66.89
LD006776,TX0035,2026-04-01 12:00:00,236.98,400.7,70.4,85.1
LD006777,TX0091,2026-04-01 12:00:00,170.76,427.1,82.5,56.76
LD006778,TX0062,2026-04-01 12:00:00,340.13,407.3,46.1,75.67
LD006779,TX0038,2026-04-01 12:00:00,380.61,416.4,57.4,55.08
LD006780,TX0008,2026-04-01 12:00:00,153.38,425.6,53.1,67.61
LD006781,TX0056,2026-04-01 12:00:00,284.31,410.0,72.7,52.37
LD006782,TX0070,2026-04-01 12:00:00,176.46,429.6,63.8,48.92
LD006783,TX0038,2026-04-01 12:00:00,96.42,405.7,66.5,70.99
LD006784,TX0018,2026-04-01 12:00:00,115.48,406.3,48.2,44.83
LD006785,TX0001,2026-04-01 12:00:00,127.15,415.2,67.5,61.76
LD006786,TX0008,2026-04-01 12:00:00,217.29,402.3,57.0,89.99
LD006787,TX0012,2026-04-01 12:00:00,134.36,400.5,76.0,79.62
LD006788,TX0065,2026-04-01 12:00:00,225.28,419.9,59.5,47.62
LD006789,TX0060,2026-04-01 12:00:00,40.04,413.8,46.5,78.59
LD006790,TX0093,2026-04-01 12:00:00,152.38,421.3,47.6,51.37
LD006791,TX0099,2026-04-01 12:00:00,180.48,428.7,57.3,83.0
LD006792,TX0017,2026-04-01 12:00:00,264.13,428.3,58.1,74.8
LD006793,TX0070,2026-04-01 12:00:00,57.09,422.4,72.3,66.21
LD006794,TX0022,2026-04-01 12:00:00,372.29,412.9,56.7,53.32
LD006795,TX0047,2026-04-01 12:00:00,151.82,413.7,75.7,65.39
LD006796,TX0072,2026-04-01 12:00:00,218.18,413.9,67.2,66.71
LD006797,TX0100,2026-04-01 12:00:00,290.21,425.7,57.2,81.57
LD006798,TX0021,2026-04-01 12:00:00,172.68,424.5,55.2,64.76
